公司名称,食品名称,食品ID
獐子岛集团股份有限公司,花蛤罐头（香辣味）,3287069
獐子岛集团股份有限公司,扇贝罐头（香辣味）,3287067
獐子岛集团股份有限公司,蒜蓉花蛤罐头,3287057
獐子岛集团股份有限公司,蒜蓉粉丝虾夷扇贝（速冻生制品）,3280905
獐子岛集团股份有限公司,虾夷全贝-香辣,3280319
獐子岛集团股份有限公司,扇贝裙边(香辣),3187225
獐子岛集团股份有限公司,海鲜饺子馅（速冻生制品）,2791777
獐子岛集团股份有限公司,花菇鲍鱼（速冻熟制）,2791739
獐子岛集团股份有限公司,香辣扇贝裙边（熟制动物性水产制品）,2403307
獐子岛集团股份有限公司,扇贝,1278497
獐子岛集团股份有限公司,蟹酱罐头,2291447
獐子岛集团股份有限公司,带鱼罐头,2291441
獐子岛集团股份有限公司,冻半壳虾夷扇贝,2288845
獐子岛集团股份有限公司,蛤蜊,2004473
獐子岛集团股份有限公司,蛏子,2004467
獐子岛集团股份有限公司,花蛤,2004443
獐子岛集团股份有限公司,虾夷全贝（原味）,1896369
獐子岛集团股份有限公司,蒜蓉粉丝扇贝（速冻生制）,432449
獐子岛集团股份有限公司,冻半壳虾夷扇贝（速冻生制）,1441777
獐子岛集团股份有限公司,冻半壳虾夷扇贝（速冻生制）,1321627
獐子岛集团股份有限公司,冻半壳虾夷扇贝（速冻生制）,1321625
獐子岛集团股份有限公司,冻半壳虾夷扇贝,1130047
獐子岛集团股份有限公司,冻煮全贝,958255
獐子岛集团股份有限公司,三鲜饺子馅（猪肉、海参、虾仁）（速冻生制）,915425
獐子岛集团股份有限公司,佛跳墙（速冻熟制）,915421
獐子岛集团股份有限公司,虾仁（速冻生制）,915419
獐子岛集团股份有限公司,口口虾夷全贝—香辣味,915211
獐子岛集团股份有限公司,口口虾夷全贝—鲜味,915199
獐子岛集团股份有限公司,口口太极虾—鲜味,915197
獐子岛集团股份有限公司,紫海胆罐头,165599
獐子岛集团股份有限公司,鱼籽罐头（照烧口味）,877921
獐子岛集团股份有限公司,虾夷海胆罐头,877893
獐子岛集团股份有限公司,汤汁,545411
獐子岛集团股份有限公司,虾夷扇贝（香辣味）,792753
獐子岛集团股份有限公司,盐渍海参（≤40头）,714973
獐子岛集团股份有限公司,盐渍海参（≤80头）,714953
獐子岛集团股份有限公司,花蛤（香辣味）,611667
獐子岛集团股份有限公司,盐渍海参（3#）,545271
獐子岛集团股份有限公司,口口太极虾-鲜味,510347
獐子岛集团股份有限公司,口口虾夷全贝-鲜味,510345
獐子岛集团股份有限公司,鲍菇扇贝（香辣）,510337
獐子岛集团股份有限公司,即食海参,56885
獐子岛集团股份有限公司,即食海参,56883
獐子岛集团股份有限公司,即食海参（40g）,56871
山东东方海洋科技股份有限公司,三文鱼块（速冻生制品）,1196961
山东东方海洋科技股份有限公司,真鳕鱼块（速冻生制品）,853395
山东东方海洋科技股份有限公司,真鳕鱼块(速冻生制品),853071
福建圣农发展股份有限公司,九块鸡,1420643
福建圣农发展股份有限公司,90汉堡腿肉,3713303
福建圣农发展股份有限公司,鸡胸肉,194797
福建圣农发展股份有限公司,长豆（豇豆）,3645617
福建圣农发展股份有限公司,吉大老母鸡,3625521
福建圣农发展股份有限公司,吉大三黄鸡,3638279
福建圣农发展股份有限公司,单冻翅根,1361713
福建圣农发展股份有限公司,鸡腿,1125391
福建圣农发展股份有限公司,鸡翅边肉,1244141
福建圣农发展股份有限公司,辣翅用翅根（鸡肉）,3200951
福建圣农发展股份有限公司,九块鸡,1420643
福建圣农发展股份有限公司,烤翅用翅根（鸡肉）,3632169
福建圣农发展股份有限公司,冷冻去皮鸡胸肉,1391521
福建圣农发展股份有限公司,鸡胸肉,194797
福建圣农发展股份有限公司,辣翅用翅中（鸡肉）,3633359
福建圣农发展股份有限公司,90汉堡腿肉（鸡肉）,3633357
福建圣农发展股份有限公司,鸡翅根,1444755
福建圣农发展股份有限公司,鸡琵琶腿,1522073
福建圣农发展股份有限公司,吉大散养土鸡,3625533
福建圣农发展股份有限公司,老鸡全腿（450-700克）,3620029
福建圣农发展股份有限公司,吉大分边小黄鸡,3613063
福建圣农发展股份有限公司,吉大泽仔鸭,3613053
福建圣农发展股份有限公司,单冻鸡肫,666083
福建圣农发展股份有限公司,鲜鸡胸肉（康）,3601319
福建圣农发展股份有限公司,冻鸡腿（康）,3601311
福建圣农发展股份有限公司,圣农单冻翅根(鸡肉）,3594871
福建圣农发展股份有限公司,鸡翅中,858011
福建圣农发展股份有限公司,单冻琵琶腿（鸡肉）,526747
福建圣农发展股份有限公司,鸡腿排,3579149
福建圣农发展股份有限公司,单冻琵琶腿(鸡腿),3579133
福建圣农发展股份有限公司,单冻翅根（鸡翅根）,2832263
福建圣农发展股份有限公司,单冻翅中,2194725
福建圣农发展股份有限公司,单冻大胸L（鸡大胸）,3568887
福建圣农发展股份有限公司,冷冻全腿（鸡腿）,3568861
福建圣农发展股份有限公司,单冻琵琶腿（鸡腿）,1980845
福建圣农发展股份有限公司,冻去皮鸡大胸,3568841
福建圣农发展股份有限公司,冰鲜鸡胸肉,1964619
福建圣农发展股份有限公司,单冻翅根（鸡肉）,3120453
福建圣农发展股份有限公司,吉大散养麻鸡,3547527
福建圣农发展股份有限公司,圣农冷鲜琵琶腿(叶),3541977
福建圣农发展股份有限公司,鲜琵琶腿（鸡肉）,3518517
福建圣农发展股份有限公司,鸡心,1104831
福建圣农发展股份有限公司,冷冻鸡心,1462501
福建圣农发展股份有限公司,鸡肉(冰鲜鸡胸肉),3421215
福建圣农发展股份有限公司,鲜琵琶腿（圣农）,3394159
福建圣农发展股份有限公司,鲜鸡胸（圣农）,3394157
福建圣农发展股份有限公司,鲜鸡爪（圣农）,3394155
福建圣农发展股份有限公司,冷冻鸡尾（禽副产品）,3388935
福建圣农发展股份有限公司,冷冻上腿皮（禽副产品）,3342519
福建圣农发展股份有限公司,双汇鲜鸡大胸,3335413
福建圣农发展股份有限公司,双汇鲜琵琶腿,3335411
福建圣农发展股份有限公司,圣农单冻翅根（鸡肉）,3330081
福建圣农发展股份有限公司,鸡块,3313579
福建圣农发展股份有限公司,圣农单冻鸡肫,3302089
福建圣农发展股份有限公司,单冻琵琶腿,1074931
福建圣农发展股份有限公司,冷冻全腿,3127679
福建圣农发展股份有限公司,单冻大胸,1972557
福建圣农发展股份有限公司,辣翅用翅根,3300201
福建圣农发展股份有限公司,辣翅用翅中,3300199
福建圣农发展股份有限公司,鸡翅边腿,3300195
福建圣农发展股份有限公司,鸡肫（鸡胗）,3297259
福建圣农发展股份有限公司,鲜去皮鸡胸肉,3283157
福建圣农发展股份有限公司,鲜鸡翅根,2003737
福建圣农发展股份有限公司,B级翅根（Ⅱ）,3262099
福建圣农发展股份有限公司,单冻翅尖,245627
福建圣农发展股份有限公司,单冻大胸（鸡肉）,1435783
福建圣农发展股份有限公司,快餐翅中（鸡肉）,3253275
福建圣农发展股份有限公司,快餐全翅（鸡肉）,3253273
福建圣农发展股份有限公司,圣农冷冻去皮鸡胸肉,3247779
福建圣农发展股份有限公司,琵琶腿,3247735
福建圣农发展股份有限公司,鸡肉,3019841
福建圣农发展股份有限公司,单冻琵琶腿（鸡腿肉）,1980903
福建圣农发展股份有限公司,冷冻鸡翅中,1420667
福建圣农发展股份有限公司,鸡大胸肉,3205215
福建圣农发展股份有限公司,鸡翅根（鸡肉）,3201863
福建圣农发展股份有限公司,鸡胸肉（鸡肉）,3201781
福建圣农发展股份有限公司,快餐去皮腿排（鸡腿肉）,3200917
福建圣农发展股份有限公司,冷冻全腿（鸡肉）,3200911
福建圣农发展股份有限公司,冰鲜鸡全翅,3178911
福建圣农发展股份有限公司,鸡肉（冰鲜鸡琵琶腿）,3166539
福建圣农发展股份有限公司,单冻翅尖（鸡）,3160501
福建圣农发展股份有限公司,老鸡全翅,2903021
福建圣农发展股份有限公司,快餐翅中,3127681
福建圣农发展股份有限公司,翅根（鸡翅）,3120279
福建圣农发展股份有限公司,鸭肉,3113395
福建圣农发展股份有限公司,凤爪（鸡爪）,3059795
福建圣农发展股份有限公司,冰鲜鸡大胸（鸡肉）,3096149
福建圣农发展股份有限公司,冰鲜琵琶腿（鸡腿）,3096147
福建圣农发展股份有限公司,单冻鸡肫（禽副产品）,3084399
福建圣农发展股份有限公司,乌鸡,2003749
福建圣农发展股份有限公司,冻鸡胸肉,1964663
福建圣农发展股份有限公司,冷冻长爪（鸡爪）,3034293
福建圣农发展股份有限公司,剁刀肉散装（猪）,3034099
福建圣农发展股份有限公司,鲜猪腰,3034063
福建圣农发展股份有限公司,鲜猪心,3034061
福建圣农发展股份有限公司,吉大矮脚黄鸡,3010743
福建圣农发展股份有限公司,吉大花鸭,3010739
福建圣农发展股份有限公司,老鸡腿,2970287
福建圣农发展股份有限公司,冻鸡大胸,2169509
福建圣农发展股份有限公司,腿肉丁,2940077
福建圣农发展股份有限公司,冷冻叉骨,2939135
福建圣农发展股份有限公司,圣农煲汤鸡架,2932959
福建圣农发展股份有限公司,圣农鸡小胸,2932955
福建圣农发展股份有限公司,圣农鸡琵琶腿,1927587
福建圣农发展股份有限公司,冷冻长爪,2241983
福建圣农发展股份有限公司,圣农单冻大胸,2928841
福建圣农发展股份有限公司,鸡翅根,2928805
福建圣农发展股份有限公司,鲜鸡胸肉,2918497
福建圣农发展股份有限公司,冰鲜琵琶腿（鸡肉）,1522133
福建圣农发展股份有限公司,鸡全腿（鸡肉）,2762887
福建圣农发展股份有限公司,圣农鸡翅根,2010337
福建圣农发展股份有限公司,鸡琵琶腿（鸡腿肉）,2713703
福建圣农发展股份有限公司,鲜鸡翅中,2003735
福建圣农发展股份有限公司,快餐琵琶腿,2633817
福建圣农发展股份有限公司,土鸡,2618341
福建圣农发展股份有限公司,冷冻去皮鸡胸肉（鸡肉）,2611769
福建圣农发展股份有限公司,去甲鸡爪,2509689
福建圣农发展股份有限公司,圣农鸡长爪,1976479
福建圣农发展股份有限公司,带脖分割鸡架,1184245
福建圣农发展股份有限公司,鸡肉,2421375
福建圣农发展股份有限公司,单冻翅中（鸡翅中）,2400245
福建圣农发展股份有限公司,圣农鸡翅中,2194733
福建圣农发展股份有限公司,冷冻全翅,1915007
福建圣农发展股份有限公司,圣农鸡翅根（鸡肉）,2363237
福建圣农发展股份有限公司,圣农鸡肫,2363149
福建圣农发展股份有限公司,精装长爪,2353125
福建圣农发展股份有限公司,凤爪,1981879
福建圣农发展股份有限公司,鲜鸡肫,2315281
福建圣农发展股份有限公司,鲜鸡心,2315279
福建圣农发展股份有限公司,鲜鸡肠,2315259
福建圣农发展股份有限公司,肉鸭,2315253
福建圣农发展股份有限公司,诚润土乌鸡,2303069
福建圣农发展股份有限公司,诚润土鸭,2303039
福建圣农发展股份有限公司,鸡肫,748751
福建圣农发展股份有限公司,单冻鸡琵琶腿,2293035
福建圣农发展股份有限公司,单冻琵琶腿（鸡腿）,2292349
福建圣农发展股份有限公司,冻鸡小胸(冷冻),2255135
福建圣农发展股份有限公司,单冻大胸（冷冻）,2254841
福建圣农发展股份有限公司,九块鸡（冷冻）,2254977
福建圣农发展股份有限公司,冷冻去皮鸡胸肉（冷冻）,2254885
福建圣农发展股份有限公司,单冻琵琶腿（冷冻）,2254867
福建圣农发展股份有限公司,鸡腿肉块（冷冻）,2254853
福建圣农发展股份有限公司,单冻鸡翅中,2194791
福建圣农发展股份有限公司,冷冻鸡肠,2194765
福建圣农发展股份有限公司,圣农鸡胸肉,1958531
福建圣农发展股份有限公司,冰鲜翅根,2194721
福建圣农发展股份有限公司,冰鲜翅中,2194719
福建圣农发展股份有限公司,大鸡肫,2194717
福建圣农发展股份有限公司,冻琵琶鸡腿,2169883
福建圣农发展股份有限公司,冻琵琶腿（鸡腿）,139093
福建圣农发展股份有限公司,诚润农家鸡,2119787
福建圣农发展股份有限公司,圣农童子鸡,2079857
福建圣农发展股份有限公司,鸡爪,1760493
福建圣农发展股份有限公司,圣农鲜鸡胸肉,2003763
福建圣农发展股份有限公司,新鲜土鸡,2003753
福建圣农发展股份有限公司,鲜鸡去皮胸肉,2003741
福建圣农发展股份有限公司,鲜鸡琵琶腿,2003739
福建圣农发展股份有限公司,鲜鸡全腿,2003733
福建圣农发展股份有限公司,鸭肾,1985399
福建圣农发展股份有限公司,单冻琵琶腿(鸡肉),1981683
福建圣农发展股份有限公司,单冻琵琶腿（冷冻鸡肉）,1980811
福建圣农发展股份有限公司,鸡长爪,1298405
福建圣农发展股份有限公司,冻鸡腿,1971725
福建圣农发展股份有限公司,圣农冰鲜翅根（鸡）,1964605
福建圣农发展股份有限公司,冻琵琶腿（鸡）,1964597
福建圣农发展股份有限公司,冻老鸡翅,1964591
福建圣农发展股份有限公司,冰鲜鸡肠,1932147
福建圣农发展股份有限公司,凤爪（冻鸡爪）,1851633
福建圣农发展股份有限公司,冷冻鸡腿肉,1687321
福建圣农发展股份有限公司,快餐鸡翅,1808183
福建圣农发展股份有限公司,冷冻鸡边腿,1789617
福建圣农发展股份有限公司,圣农冷冻长爪,1761049
福建圣农发展股份有限公司,圣农腿排,1760849
福建圣农发展股份有限公司,单冻大胸（鸡胸肉）,1747497
福建圣农发展股份有限公司,冷冻鸡肉,1732659
福建圣农发展股份有限公司,冷冻凤爪,1696909
福建圣农发展股份有限公司,鸡胸肉（单冻大胸）,1660807
福建圣农发展股份有限公司,白鸡,1600801
福建圣农发展股份有限公司,冷冻长爪鸡爪,1600597
福建圣农发展股份有限公司,冰鸡脯肉,1524661
福建圣农发展股份有限公司,冰鲜去皮胸（鸡肉）,1522131
福建圣农发展股份有限公司,冰鲜全腿（鸡肉）,1522113
福建圣农发展股份有限公司,冰鲜翅根（鸡肉）,1522285
福建圣农发展股份有限公司,冰鲜翅中（鸡肉）,1522283
福建圣农发展股份有限公司,冰鲜全鸡（鸡肉）,1522281
福建圣农发展股份有限公司,冰鲜全翅（鸡肉）,1522279
福建圣农发展股份有限公司,冰鲜全鸡,1522067
福建圣农发展股份有限公司,花生仁,1511243
福建圣农发展股份有限公司,冰鲜去皮鸡胸肉,1487867
福建圣农发展股份有限公司,鸡全翅,1462479
福建圣农发展股份有限公司,全鸡,1462475
福建圣农发展股份有限公司,单冻翅中（鸡翅）,1424497
福建圣农发展股份有限公司,快餐翅根（鸡肉）,1418643
福建圣农发展股份有限公司,单冻大胸（鸡胸）,1406687
福建圣农发展股份有限公司,单冻翅根（鸡翅）,1391527
福建圣农发展股份有限公司,鸡大腿,1373549
福建圣农发展股份有限公司,畜禽肉（单冻琵琶腿）,1334927
福建圣农发展股份有限公司,冰冻鸡腿肉,1274639
福建圣农发展股份有限公司,冰冻鸡翅根,1274637
福建圣农发展股份有限公司,鲜琵琶腿（鸡腿）,828081
福建圣农发展股份有限公司,鲜鸡胸,828053
福建圣农发展股份有限公司,鸡全腿,757617
福建圣农发展股份有限公司,鲜鸡肉（鸡胗）,290261
福建圣农发展股份有限公司,琵琶腿（鸡腿）,194807
福建圣农发展股份有限公司,冻鸡全腿,139079
福建圣农发展股份有限公司,冻鸡中翅,139077
福建圣农发展股份有限公司,福建圣农发展股份有限公司生产的冷鲜鸡小腿,112359
福建圣农发展股份有限公司,福建圣农发展股份有限公司生产的鸡大胸,112357
福建圣农发展股份有限公司,福建圣农发展股份有限公司生产的单冻琵琶腿（冻鸡腿）,112355
福建圣农发展股份有限公司,福建圣农发展股份有限公司生产的散装琵琶腿,112351
福建圣农发展股份有限公司,福建圣农发展股份有限公司生产的琵琶腿,112345
福建圣农发展股份有限公司,福建圣农发展股份有限公司生产的鸡肝,112343
福建圣农发展股份有限公司,鸡腿肉,2648265
河南华英农业发展股份有限公司,半片鸭(鸭肉),3695721
河南华英农业发展股份有限公司,半片鸭,1652567
河南华英农业发展股份有限公司,中润鲜分割鸭,3326483
河南华英农业发展股份有限公司,优选鸭肫,3221335
河南华英农业发展股份有限公司,华英鸭肫,192801
河南华英农业发展股份有限公司,华英精切鸭舌,3580897
河南华英农业发展股份有限公司,华英精切半片鸭,1441621
河南华英农业发展股份有限公司,精制鸭腿,3362551
河南华英农业发展股份有限公司,鸭肫,1456845
河南华英农业发展股份有限公司,鸡胸肉,3512307
河南华英农业发展股份有限公司,鸡腿,3512305
河南华英农业发展股份有限公司,鸭胗,2061249
河南华英农业发展股份有限公司,麦臻选鸭腿,3442061
河南华英农业发展股份有限公司,鸭腿,1122323
河南华英农业发展股份有限公司,中润土鸭,3362615
河南华英农业发展股份有限公司,华英冻鸭,3056469
河南华英农业发展股份有限公司,鸭肉,1565937
河南华英农业发展股份有限公司,中润鲜分割鸭,3326483
河南华英农业发展股份有限公司,鸡肉,3285781
河南华英农业发展股份有限公司,二节鸭翅（单冻）,2047035
河南华英农业发展股份有限公司,鸭边腿,2004983
河南华英农业发展股份有限公司,鸭腿（鸭肉）,2672767
河南华英农业发展股份有限公司,冰鲜白条鸭,3178107
河南华英农业发展股份有限公司,鲜鸭腿,3176579
河南华英农业发展股份有限公司,中润通威太丰鸭,2967945
河南华英农业发展股份有限公司,新快特选鸭掌,2955789
河南华英农业发展股份有限公司,鸭腿肉,2061269
河南华英农业发展股份有限公司,半片鸭,1652567
河南华英农业发展股份有限公司,半边鸭（鸭肉）,2944215
河南华英农业发展股份有限公司,鸭腿（生）,2944195
河南华英农业发展股份有限公司,鸭腿(鸭肉),2807143
河南华英农业发展股份有限公司,华英鸭,2786249
河南华英农业发展股份有限公司,中润樱桃谷鸭,2755289
河南华英农业发展股份有限公司,华英精品鸭腿,2686393
河南华英农业发展股份有限公司,半片鸭（鸭肉）,2191293
河南华英农业发展股份有限公司,华英大鸭肫,2564535
河南华英农业发展股份有限公司,华英鸭腿,2525015
河南华英农业发展股份有限公司,中润华英樱桃谷鸭（鸭肉）,2443257
河南华英农业发展股份有限公司,中润华英樱桃谷鸭,2443241
河南华英农业发展股份有限公司,华英精切鸭腿,2292893
河南华英农业发展股份有限公司,华英精制鸭腿,2224275
河南华英农业发展股份有限公司,鸭肉（半片鸭）,2158565
河南华英农业发展股份有限公司,中润鲜整鸭（生）,2130239
河南华英农业发展股份有限公司,华英瘦肉型冻鸭,2065283
河南华英农业发展股份有限公司,白条鸭,2061335
河南华英农业发展股份有限公司,华英鸭肠,1838665
河南华英农业发展股份有限公司,华英精切整鸭,1796681
河南华英农业发展股份有限公司,华英鸭肫T,1731437
河南华英农业发展股份有限公司,华英樱桃谷鸭,1566023
河南华英农业发展股份有限公司,华英半片鸭,1143243
河南华英农业发展股份有限公司,半鸭片,1652587
河南华英农业发展股份有限公司,优食惠冰鲜鸭心,1566043
河南华英农业发展股份有限公司,华英鲜鸭腿,1565809
河南华英农业发展股份有限公司,半片鸭（生鸭肉）,1404219
河南华英农业发展股份有限公司,新快优选半片鸭,1220309
河南华英农业发展股份有限公司,华英鸭肝,1184397
河南华英农业发展股份有限公司,华英精选半片鸭,1120003
河南华英农业发展股份有限公司,华英精切鸭心,521515
河南华英农业发展股份有限公司,猪肝,48611
山东益生种畜禽股份有限公司,结球甘蓝,1793599
山东益生种畜禽股份有限公司,大白菜,1793583
山东益生种畜禽股份有限公司,豇豆,1793557
山东益生种畜禽股份有限公司,芹菜,1793543
雏鹰农牧集团股份有限公司,猪肉,494171
雏鹰农牧集团股份有限公司,猪后腿肉,1124607
雏鹰农牧集团股份有限公司,猪前腿肉,1265857
雏鹰农牧集团股份有限公司,猪里脊,1050779
雏鹰农牧集团股份有限公司,前腿肉（猪肉）,2953079
雏鹰农牧集团股份有限公司,里脊肉（猪肉）,2953075
雏鹰农牧集团股份有限公司,后腿肉,1104545
雏鹰农牧集团股份有限公司,前腿肉,2276995
雏鹰农牧集团股份有限公司,猪腿肉,2950375
雏鹰农牧集团股份有限公司,猪肝（生）,2949987
雏鹰农牧集团股份有限公司,猪五花肉,1050799
雏鹰农牧集团股份有限公司,猪前腿肉（生）,1207981
雏鹰农牧集团股份有限公司,猪蹄,1400951
雏鹰农牧集团股份有限公司,猪后腿肉（生）,2130235
雏鹰农牧集团股份有限公司,五花肉（生）,2949941
雏鹰农牧集团股份有限公司,猪里脊肉,1124609
雏鹰农牧集团股份有限公司,生猪肉,1325649
雏鹰农牧集团股份有限公司,猪肝,1519423
雏鹰农牧集团股份有限公司,猪纯瘦肉,2944189
雏鹰农牧集团股份有限公司,鲜猪肉,2938737
雏鹰农牧集团股份有限公司,政府投放肉（后猪腿肉）,2933005
雏鹰农牧集团股份有限公司,政府投放肉（前猪腿肉）,2933001
雏鹰农牧集团股份有限公司,五花肉（猪肉）,2931091
雏鹰农牧集团股份有限公司,后腿肉（猪肉）,2931099
雏鹰农牧集团股份有限公司,精品后腿肉（猪肉）,2930175
雏鹰农牧集团股份有限公司,纯瘦肉（猪肉）,2927967
雏鹰农牧集团股份有限公司,精品猪五花肉,2910589
雏鹰农牧集团股份有限公司,精品猪后腿,2910587
雏鹰农牧集团股份有限公司,精品猪后腿肉（老四）,2910579
雏鹰农牧集团股份有限公司,带皮里脊散称（猪肉）,2910577
雏鹰农牧集团股份有限公司,精品五花肉（猪肉）,2910571
雏鹰农牧集团股份有限公司,精品腿肉（猪肉）,2910565
雏鹰农牧集团股份有限公司,精品五花（猪肉）,2910563
雏鹰农牧集团股份有限公司,猪五花肉（老四）,2910561
雏鹰农牧集团股份有限公司,双汇猪里脊肉,2910553
雏鹰农牧集团股份有限公司,双汇猪后腿肉,2910551
雏鹰农牧集团股份有限公司,双汇猪五花肉,2910547
雏鹰农牧集团股份有限公司,五花肉（生猪肉）,2908225
雏鹰农牧集团股份有限公司,瘦肉（生猪肉）,2908223
雏鹰农牧集团股份有限公司,五花猪肉,1794363
雏鹰农牧集团股份有限公司,排骨,2900457
雏鹰农牧集团股份有限公司,生猪里脊肉,2899275
雏鹰农牧集团股份有限公司,前腿肉（生猪肉）,2890867
雏鹰农牧集团股份有限公司,里脊肉,1104551
雏鹰农牧集团股份有限公司,猪外脊肉,2826333
雏鹰农牧集团股份有限公司,精品后腿肉,2738389
雏鹰农牧集团股份有限公司,冷鲜肉特价肉产品（猪肉）,2672753
雏鹰农牧集团股份有限公司,鲜鸡蛋,2672649
雏鹰农牧集团股份有限公司,瘦肉(猪肉),2644509
雏鹰农牧集团股份有限公司,猪肉（后臀肉）,2614293
雏鹰农牧集团股份有限公司,猪后臀肉,2614291
雏鹰农牧集团股份有限公司,猪纯精肉,2389759
雏鹰农牧集团股份有限公司,猪优质前腿肉,2389761
雏鹰农牧集团股份有限公司,雏牧香带皮后腿,1105769
雏鹰农牧集团股份有限公司,猪瘦肉,1794361
雏鹰农牧集团股份有限公司,带皮后腿肉,2180299
雏鹰农牧集团股份有限公司,瘦肉（猪肉）,2230887
雏鹰农牧集团股份有限公司,猪肉（生）,2191813
雏鹰农牧集团股份有限公司,猪里脊肉（生）,2320103
雏鹰农牧集团股份有限公司,猪心,2316585
雏鹰农牧集团股份有限公司,黑猪肉,2316545
雏鹰农牧集团股份有限公司,雏牧香优质精五花,2279245
雏鹰农牧集团股份有限公司,双汇后腿肉（猪肉）,2230895
雏鹰农牧集团股份有限公司,五花肉,1225317
雏鹰农牧集团股份有限公司,带皮五花肉,2180297
雏鹰农牧集团股份有限公司,湘村黑猪后腿肉,1442781
雏鹰农牧集团股份有限公司,雏牧香带皮猪五花肉,2136553
雏鹰农牧集团股份有限公司,精品带脂后腿肌肉（猪肉）,2028411
雏鹰农牧集团股份有限公司,有盼头黑猪腿肉,1978131
雏鹰农牧集团股份有限公司,带皮里脊肉（生猪肉）,1755889
雏鹰农牧集团股份有限公司,带皮五花肉（猪肉）,1579257
雏鹰农牧集团股份有限公司,带皮里脊（猪肉）,1579253
雏鹰农牧集团股份有限公司,里脊肉（生猪肉）,1543805
雏鹰农牧集团股份有限公司,生猪后腿肉,1543797
雏鹰农牧集团股份有限公司,里脊精肉,1538089
雏鹰农牧集团股份有限公司,里脊,1529065
雏鹰农牧集团股份有限公司,带皮里脊肉（猪肉）,1519441
雏鹰农牧集团股份有限公司,雏牧香精五花肉,1519439
雏鹰农牧集团股份有限公司,湘村黑猪后腿肉（精品）,1455195
雏鹰农牧集团股份有限公司,猪肘肉,1443179
雏鹰农牧集团股份有限公司,雏牧香优质带皮前腿肉,1443011
雏鹰农牧集团股份有限公司,雏牧香五花肉,1442993
雏鹰农牧集团股份有限公司,带皮后腿肉,1442677
雏鹰农牧集团股份有限公司,猪白条肉,1404401
雏鹰农牧集团股份有限公司,雏牧香猪肝,1079631
雏鹰农牧集团股份有限公司,生猪肝（雏牧香）,1322279
雏鹰农牧集团股份有限公司,雏牧香生态带脂里脊,1240821
雏鹰农牧集团股份有限公司,雏牧香生态里脊肉,1240819
雏鹰农牧集团股份有限公司,优质猪腿肉,1171955
雏鹰农牧集团股份有限公司,雏牧香带皮五花肉（猪肉）,1124621
雏鹰农牧集团股份有限公司,带皮前腿肉,1118855
雏鹰农牧集团股份有限公司,众品后腿肉,1114365
雏鹰农牧集团股份有限公司,众品猪肝,1114361
雏鹰农牧集团股份有限公司,猪后腿肌肉,1107577
雏鹰农牧集团股份有限公司,雏牧香带筋猪蹄,1105841
雏鹰农牧集团股份有限公司,雏牧香带皮里脊,1105839
雏鹰农牧集团股份有限公司,雏牧香小里脊（猪肉）,1105797
雏鹰农牧集团股份有限公司,雏牧香带皮五花肉,1105783
雏鹰农牧集团股份有限公司,雏牧香里脊肉,1105751
雏鹰农牧集团股份有限公司,湘村黑猪五花,1105747
雏鹰农牧集团股份有限公司,雏牧香小里脊肉（猪肉）,1035785
雏鹰农牧集团股份有限公司,雏牧香后腿肉（猪肉）,1035783
雏鹰农牧集团股份有限公司,雏牧香五花肉（猪肉）,1035781
天水众兴菌业科技股份有限公司,白蘑,3711531
天水众兴菌业科技股份有限公司,金针菇,198131
天水众兴菌业科技股份有限公司,金针菇,198131
天水众兴菌业科技股份有限公司,金针菇,198131
天水众兴菌业科技股份有限公司,金针菇,198131
天水众兴菌业科技股份有限公司,女娲金针菇,3593201
天水众兴菌业科技股份有限公司,香菇,3571837
天水众兴菌业科技股份有限公司,蔬菜（金针菇）,3303445
天水众兴菌业科技股份有限公司,金针菇（鲜食用菌）,3214659
天水众兴菌业科技股份有限公司,散金针菇,3160185
天水众兴菌业科技股份有限公司,金针菇,1789851
天水众兴菌业科技股份有限公司,羲皇金针菇,1199001
湖南湘佳牧业股份有限公司,乌鸡,764153
湖南湘佳牧业股份有限公司,湘佳麻公鸡,3484751
湖南湘佳牧业股份有限公司,湘佳麻公鸡,302103
湖南湘佳牧业股份有限公司,鸡肉,70307
湖南湘佳牧业股份有限公司,鸡胗,1133127
湖南湘佳牧业股份有限公司,湘佳土著黄公鸡LY,3693231
湖南湘佳牧业股份有限公司,湘佳仔水鸭LY,3693227
湖南湘佳牧业股份有限公司,湘佳麻公鸡,3440911
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693
湖南湘佳牧业股份有限公司,湘佳麻公鸡,3440911
湖南湘佳牧业股份有限公司,青脚土鸡,3684251
湖南湘佳牧业股份有限公司,湘佳黄油土鸡,70315
湖南湘佳牧业股份有限公司,湘佳土黑母鸡,70313
湖南湘佳牧业股份有限公司,鸡大胸（鸡肉）,3678157
湖南湘佳牧业股份有限公司,湘佳鲜鸡爪,3678143
湖南湘佳牧业股份有限公司,湘佳麻公鸡,3484751
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481
湖南湘佳牧业股份有限公司,湘佳鲜鸡胸,1105727
湖南湘佳牧业股份有限公司,湘佳仔水鸭,3413563
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463
