公司名称,食品名称,食品ID
河南双汇投资发展股份有限公司,五花肉,1676281
河南双汇投资发展股份有限公司,双汇带皮后腿肉,1656537
河南双汇投资发展股份有限公司,后腿肉（猪肉）,1652599
河南双汇投资发展股份有限公司,带皮前腿肉（猪肉）,1652607
河南双汇投资发展股份有限公司,双汇白条猪后腿肉,1652605
河南双汇投资发展股份有限公司,双汇白条精瘦肉（猪肉）,1500177
河南双汇投资发展股份有限公司,双汇后腿（猪肉）,1652581
河南双汇投资发展股份有限公司,白条肉(猪肉),1652513
河南双汇投资发展股份有限公司,白条肉(猪肉),1652511
河南双汇投资发展股份有限公司,冻带皮五花肉块（猪肉）,1613187
河南双汇投资发展股份有限公司,冻精制腿骨段（猪肉）,1613179
河南双汇投资发展股份有限公司,猪里脊,1613147
河南双汇投资发展股份有限公司,双汇精瘦肉,1080751
河南双汇投资发展股份有限公司,猪肉（夹心）,1597555
河南双汇投资发展股份有限公司,猪肉（后腿）,1597551
河南双汇投资发展股份有限公司,小里脊（生猪肉）,1325669
河南双汇投资发展股份有限公司,双汇五花肉（猪肉）,1551037
河南双汇投资发展股份有限公司,猪大肠（生）,1550521
河南双汇投资发展股份有限公司,猪肾（生）,1550513
河南双汇投资发展股份有限公司,猪心（生）,1550511
河南双汇投资发展股份有限公司,双汇猪带皮里脊,1547341
河南双汇投资发展股份有限公司,双汇猪后腿肉,1547335
河南双汇投资发展股份有限公司,双汇猪后腿肉,1547333
河南双汇投资发展股份有限公司,双汇猪前腿肉,1547331
河南双汇投资发展股份有限公司,双汇猪前腿肉,1547329
河南双汇投资发展股份有限公司,双汇猪五花肉,1547327
河南双汇投资发展股份有限公司,双汇猪瘦肉,1547325
河南双汇投资发展股份有限公司,纯瘦肉（猪肉）,1547303
河南双汇投资发展股份有限公司,带皮猪五花肉,1547257
河南双汇投资发展股份有限公司,猪后腿肉,1547255
河南双汇投资发展股份有限公司,猪里脊肉,1264857
河南双汇投资发展股份有限公司,后腿肉（猪肉）,1411643
河南双汇投资发展股份有限公司,猪五花肉,1350237
河南双汇投资发展股份有限公司,带脂里脊肉（猪肉）,1518827
河南双汇投资发展股份有限公司,双汇带脂后腿肌肉（猪肉）,1500187
河南双汇投资发展股份有限公司,双汇精品后腿肉（猪肉）,1517831
河南双汇投资发展股份有限公司,精选猪五花肉,1503363
河南双汇投资发展股份有限公司,双汇白条带皮前腿（猪肉）,1500179
河南双汇投资发展股份有限公司,双汇白条后腿（猪肉）,1500175
河南双汇投资发展股份有限公司,带皮里脊（猪肉）,1495579
河南双汇投资发展股份有限公司,猪瘦肉,1487629
河南双汇投资发展股份有限公司,精品前腿肉（猪肉）,1464519
河南双汇投资发展股份有限公司,生猪肉（五花肉）,1458429
河南双汇投资发展股份有限公司,猪后腿瘦肉,1457917
河南双汇投资发展股份有限公司,猪舌,1456835
河南双汇投资发展股份有限公司,带脂颈背肌肉,1455171
河南双汇投资发展股份有限公司,带脂大排肌肉,1455169
河南双汇投资发展股份有限公司,双汇白条精瘦肉(猪肉),1447341
河南双汇投资发展股份有限公司,双汇白条猪五花,1447333
河南双汇投资发展股份有限公司,猪肚,1445733
河南双汇投资发展股份有限公司,二级白条（去后段）（猪肉）,1445715
河南双汇投资发展股份有限公司,二级白条（猪肉）,1445707
河南双汇投资发展股份有限公司,双汇精制五花肉,1445691
河南双汇投资发展股份有限公司,精品后座（猪肉）,1443893
河南双汇投资发展股份有限公司,双汇带脂后腿肉,1440433
河南双汇投资发展股份有限公司,双汇后腿瘦肉,1440431
河南双汇投资发展股份有限公司,DL带皮猪后腿肉,1440351
河南双汇投资发展股份有限公司,精品猪里脊肉,1429731
河南双汇投资发展股份有限公司,普通猪里脊肉,1429725
河南双汇投资发展股份有限公司,座子肉（猪肉）,1428221
河南双汇投资发展股份有限公司,双汇精品里脊（猪肉）,1414745
河南双汇投资发展股份有限公司,精选瘦肉（猪肉）,1411649
河南双汇投资发展股份有限公司,前腿肉,1407639
河南双汇投资发展股份有限公司,带皮后腿肉,1221627
河南双汇投资发展股份有限公司,猪肝,1398211
河南双汇投资发展股份有限公司,猪心,1398209
河南双汇投资发展股份有限公司,双汇后腿肉,1104815
河南双汇投资发展股份有限公司,三线五花肉,1368481
河南双汇投资发展股份有限公司,豇豆,1368473
河南双汇投资发展股份有限公司,高品质腿（猪后腿肉）,1365683
河南双汇投资发展股份有限公司,猪精五花,1365657
河南双汇投资发展股份有限公司,带皮五花肉,1074025
河南双汇投资发展股份有限公司,红椒,1363789
河南双汇投资发展股份有限公司,猪里脊,1355927
河南双汇投资发展股份有限公司,全精肉,1337665
河南双汇投资发展股份有限公司,大排肌肉（生猪肉）,1325673
河南双汇投资发展股份有限公司,鲜嫩分割带脂里脊,1323719
河南双汇投资发展股份有限公司,鲜嫩里脊肉,1323713
河南双汇投资发展股份有限公司,双汇前后腿肉,1314973
河南双汇投资发展股份有限公司,带脂里脊猪肉,1314975
河南双汇投资发展股份有限公司,精后腿肉,1314951
河南双汇投资发展股份有限公司,双汇五花肉,1300893
河南双汇投资发展股份有限公司,精带皮五花肉,1300837
河南双汇投资发展股份有限公司,猪大排肌肉,1300829
河南双汇投资发展股份有限公司,双汇猪里脊肉,1300297
河南双汇投资发展股份有限公司,双汇里脊肉,1283455
河南双汇投资发展股份有限公司,后腿（猪肉）,1281765
河南双汇投资发展股份有限公司,猪精后腿肉,1264867
河南双汇投资发展股份有限公司,双汇精后腿,1264863
河南双汇投资发展股份有限公司,双汇带皮里脊,1264807
河南双汇投资发展股份有限公司,猪里脊,1221623
河南双汇投资发展股份有限公司,猪带皮后腿肉（冻分割）,1221637
河南双汇投资发展股份有限公司,带皮五花猪肉（冻分割）,1221635
河南双汇投资发展股份有限公司,猪带脂大排肌肉,1198587
河南双汇投资发展股份有限公司,带皮五花肉,1198581
河南双汇投资发展股份有限公司,带皮后腿,1185073
河南双汇投资发展股份有限公司,鸡腿,1185059
河南双汇投资发展股份有限公司,带膘里脊肉（猪肉）,1179919
河南双汇投资发展股份有限公司,带皮瘦肉（猪肉）,1179917
河南双汇投资发展股份有限公司,双汇前腿肉（猪肉）,1179907
河南双汇投资发展股份有限公司,冻牛霖（进口分割）,1143903
河南双汇投资发展股份有限公司,双汇带皮里脊（猪后腿肉）,1143673
河南双汇投资发展股份有限公司,猪产品（猪肝）,1143277
河南双汇投资发展股份有限公司,精品五花肉（猪肉）,1137825
河南双汇投资发展股份有限公司,精品五花肉（猪）,1137809
河南双汇投资发展股份有限公司,精瘦肉（猪）,1137795
河南双汇投资发展股份有限公司,猪带皮里脊肉,1137791
河南双汇投资发展股份有限公司,猪带皮前腿肉,1137789
河南双汇投资发展股份有限公司,猪带皮五花肉,1137787
河南双汇投资发展股份有限公司,猪去皮里脊,1137779
河南双汇投资发展股份有限公司,大排肌肉,1104809
河南双汇投资发展股份有限公司,带膜里脊肉,1104763
河南双汇投资发展股份有限公司,带脂大排肌,1104761
河南双汇投资发展股份有限公司,精品猪五花肉,1104649
河南双汇投资发展股份有限公司,大排肌肉（猪肉）,828137
河南双汇投资发展股份有限公司,带皮后腿花肉（猪肉）,1074061
河南双汇投资发展股份有限公司,鲜鸡腿,1062143
河南双汇投资发展股份有限公司,琵琶腿,1062139
河南双汇投资发展股份有限公司,鸡翅,1062131
河南双汇投资发展股份有限公司,鸡胸肉,1062145
河南双汇投资发展股份有限公司,熏烤金火腿,939773
河南双汇投资发展股份有限公司,午餐猪肉风味罐头,410443
河南双汇投资发展股份有限公司,午餐肉罐头,410439
河南双汇投资发展股份有限公司,新午餐肉罐头,755061
河南双汇投资发展股份有限公司,双汇王中王特级火腿肠,860587
河南双汇投资发展股份有限公司,双汇精制五花肉（猪肉）,828123
河南双汇投资发展股份有限公司,双汇优质后退肉（猪肉）,828121
河南双汇投资发展股份有限公司,大肋排（猪肉）,828117
河南双汇投资发展股份有限公司,配餐金火腿,732369
河南双汇投资发展股份有限公司,双汇香肘(蒸煮火腿),708953
河南双汇投资发展股份有限公司,优质后腿肉,562255
河南双汇投资发展股份有限公司,金品火腿猪肉罐头,410445
河南双汇投资发展股份有限公司,前槽(鲜猪肉),484023
河南双汇投资发展股份有限公司,整只带皮前腿(猪肉),169301
河南双汇投资发展股份有限公司,美式热狗肠,161811
河南双汇投资发展股份有限公司,特嫩方腿香肠,161751
河南双汇投资发展股份有限公司,双汇福美烤肠,160961
河南双汇投资发展股份有限公司,五香烤肠,160953
河南双汇投资发展股份有限公司,双汇精品后丘,103881
河南双汇投资发展股份有限公司,双汇五花肉,103879
河南双汇投资发展股份有限公司,双汇前槽,103873
河南双汇投资发展股份有限公司,鸡肉火腿肠,84011
河南双汇投资发展股份有限公司,双汇福美烤肠,83695
河南双汇投资发展股份有限公司,双汇香脆肠,83693
河南双汇投资发展股份有限公司,双汇无淀粉木熏火腿蒜香风味,83685
河南双汇投资发展股份有限公司,双汇俄式烤香肠猪肉风味,83681
河南双汇投资发展股份有限公司,双汇泡面拍档香肠,51443
河南双汇投资发展股份有限公司,双汇王中王,45127
河南双汇投资发展股份有限公司,双汇火腿肠,40399
河南双汇投资发展股份有限公司,双汇泡面拍档香肠,40381
河南双汇投资发展股份有限公司,双汇润口香甜王玉米风味香肠,15729
河南双汇投资发展股份有限公司,新双汇王中王特级火腿肠,15725
河南双汇投资发展股份有限公司,双汇鸡肉火腿肠,15687
河南双汇投资发展股份有限公司,带筋猪蹄（生）,1779493
河南双汇投资发展股份有限公司,猪肝（生）,1550575
兰州黄河企业股份有限公司,黄河啤酒,999405
甘肃皇台酒业股份有限公司,皇台酒(柔雅三星),3368535
甘肃皇台酒业股份有限公司,皇台酒迎宾,3368525
甘肃皇台酒业股份有限公司,梅尔诺2013,999407
甘肃皇台酒业股份有限公司,皇台庄园干红葡萄酒（黑比诺）,999529
甘肃皇台酒业股份有限公司,皇台庄园干红葡萄酒（精选级）,999527
甘肃皇台酒业股份有限公司,皇台本色10#窖藏白酒,999503
甘肃皇台酒业股份有限公司,本色8#窖藏酒,999431
甘肃皇台酒业股份有限公司,本色6#窖藏酒,999429
甘肃皇台酒业股份有限公司,皇台干红葡萄酒（黑比诺）,794365
甘肃皇台酒业股份有限公司,皇台干红葡萄酒（精品）,794363
甘肃皇台酒业股份有限公司,皇台酒（精酿）,794345
甘肃皇台酒业股份有限公司,皇台酒（珍酿）,794343
甘肃皇台酒业股份有限公司,皇台酒,651967
甘肃皇台酒业股份有限公司,精品银皇台酒,651901
甘肃皇台酒业股份有限公司,精品金皇台酒,651899
甘肃皇台酒业股份有限公司,皇台庄园梅尔诺2013,493203
甘肃皇台酒业股份有限公司,（蛇龙珠）皇台庄园干红葡萄酒（橡木桶5年陈酿）,493201
甘肃皇台酒业股份有限公司,皇台酒（珍品）,493191
甘肃皇台酒业股份有限公司,龙马本色酒,493189
甘肃皇台酒业股份有限公司,皇台酒伍品,369179
甘肃皇台酒业股份有限公司,皇台本色（本色8#窖藏）,369175
甘肃皇台酒业股份有限公司,皇台本色（本色6#窖藏）,369173
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347
郑州千味央厨食品股份有限公司,紫薯豌豆球,2975435
郑州千味央厨食品股份有限公司,脆皮香蕉,353343
郑州千味央厨食品股份有限公司,脆皮香蕉（速冻生制食品）,2543263
郑州千味央厨食品股份有限公司,紫薯豌豆球（速冻生制食品）,2543201
郑州千味央厨食品股份有限公司,卡通熊仔包（豆沙馅）,2340227
郑州千味央厨食品股份有限公司,茴香小油条,1137343
郑州千味央厨食品股份有限公司,涮煮小油条,1137339
郑州千味央厨食品股份有限公司,安心大油条,991977
郑州千味央厨食品股份有限公司,安心大油条,991975
郑州千味央厨食品股份有限公司,安心油条,991959
郑州千味央厨食品股份有限公司,金猴送福卡通包（豆沙馅）,887069
郑州千味央厨食品股份有限公司,手抓饼(香葱味),846213
郑州千味央厨食品股份有限公司,小小玉汤圆（黑芝麻味）,808759
郑州千味央厨食品股份有限公司,油条,726355
郑州千味央厨食品股份有限公司,卡通猪猪包（奶黄馅）,665739
郑州千味央厨食品股份有限公司,紫薯豌豆球（速冻面米制品生制品）,648987
郑州千味央厨食品股份有限公司,炸椰奶,622893
郑州千味央厨食品股份有限公司,手抓饼（原味）,585561
郑州千味央厨食品股份有限公司,全素春卷,311409
青岛食品股份有限公司,幼滑型花生酱,106379
青岛食品股份有限公司,颗粒型花生酱,944737
青岛食品股份有限公司,花生酱颗粒型,3250127
青岛食品股份有限公司,海友颗粒型花生酱,315661
青岛食品股份有限公司,海友幼滑型花生酱,3084611
青岛食品股份有限公司,杏鲍菇,2986353
青岛食品股份有限公司,字母饼干（冲泡型韧性饼干）,2982221
青岛食品股份有限公司,花生酱幼滑型,2954107
青岛食品股份有限公司,幼滑型花生酱,2954103
青岛食品股份有限公司,钙奶饼干,2923605
青岛食品股份有限公司,海友颗粒型花生酱,2890347
青岛食品股份有限公司,花生酱（幼滑型）,96263
青岛食品股份有限公司,花生酱（幼滑型）,2372095
青岛食品股份有限公司,花生酱（原酱型）,2372093
青岛食品股份有限公司,幼滑型花生酱,2190569
青岛食品股份有限公司,臻鲜清油火锅底料,1778547
青岛食品股份有限公司,青食特制钙奶饼干,1778439
青岛食品股份有限公司,宴会夹心饼干,556111
青岛食品股份有限公司,花生酱（原酱型）,96261
青岛食品股份有限公司,特制钙奶饼干,1418585
青岛食品股份有限公司,青食铁锌动物饼干（动物形状韧性饼干）,1106475
青岛食品股份有限公司,铁锌字母饼干（冲泡型韧性饼干）,1043247
青岛食品股份有限公司,铁锌字母饼干,901269
青岛食品股份有限公司,青岛味道中老年钙奶饼干,901253
青岛食品股份有限公司,老年硒锌钙奶饼干,879299
青岛食品股份有限公司,奶油椰子饼干,166955
青岛食品股份有限公司,儿童铁锌钙奶饼干,362017
青岛食品股份有限公司,青岛味道儿童钙奶饼干,740671
青岛食品股份有限公司,钙奶饼干,167123
青岛食品股份有限公司,儿童铁锌动物饼干,661215
青岛食品股份有限公司,儿童铁锌钙饼干,657713
青岛食品股份有限公司,儿童铁锌字母饼干,531081
青岛食品股份有限公司,蜂蜜椰子饼干,475791
青岛食品股份有限公司,巧克力味曲奇饼干,273409
青岛食品股份有限公司,乳化型花生酱,145533
青岛食品股份有限公司,花生酱（颗粒型）,96265
青岛食品股份有限公司,钙奶饼干（老年硒锌）,35015
江西阳光乳业股份有限公司,初乳酸牛奶（原味）,636127
江西阳光乳业股份有限公司,特品纯牛奶,22447
江西阳光乳业股份有限公司,香蕉牛奶,17183
江西阳光乳业股份有限公司,牧场特供特品纯牛奶,22523
江西阳光乳业股份有限公司,香蕉牛奶,17183
江西阳光乳业股份有限公司,初乳酸牛奶（原味）,636127
江西阳光乳业股份有限公司,阳光奶爸酸牛奶,3424223
江西阳光乳业股份有限公司,初乳酸牛奶,22527
江西阳光乳业股份有限公司,原味酸牛奶,752395
江西阳光乳业股份有限公司,初乳酸牛奶原味,3424175
江西阳光乳业股份有限公司,陽光酸奶,3409835
江西阳光乳业股份有限公司,俄式风味酸奶(经典原味),3409607
三全食品股份有限公司,狮子头,3634151
三全食品股份有限公司,小油条（茴香味）,3607531
三全食品股份有限公司,仿墨鱼丸,3517503
三全食品股份有限公司,八宝粽（真空包装）,708863
三全食品股份有限公司,金丝蜜枣粽,17301
三全食品股份有限公司,双豆沙粽(真空包装),2592873
三全食品股份有限公司,猪肉粽（真空包装）,417923
三全食品股份有限公司,金丝蜜枣粽（真空包装）,1669297
三全食品股份有限公司,蛋黄猪肉粽（真空包装）,418317
三全食品股份有限公司,板栗猪肉粽（真空包装）,708873
三全食品股份有限公司,米食家鱼香肉丝自热米饭套餐,3291791
三全食品股份有限公司,鱼香肉丝自热米饭套餐,3291779
三全食品股份有限公司,牛肉丸,51193
三全食品股份有限公司,夹心蟹味排,3258499
三全食品股份有限公司,撒尿牛肉丸,3119627
三全食品股份有限公司,梅菜扣肉饭,665499
三全食品股份有限公司,开花牛肉丸,51207
三全食品股份有限公司,原味手抓饼,3039647
三全食品股份有限公司,猪肉粽(真空包装),3012267
三全食品股份有限公司,蛋奶馒头（速冻熟制品）,2983653
三全食品股份有限公司,一碗饭梅菜扣肉饭,967679
三全食品股份有限公司,奶香馒头,2741773
三全食品股份有限公司,三全玉兔奶黄包,54423
三全食品股份有限公司,双豆沙粽（真空包装）,417919
三全食品股份有限公司,双豆沙粽(真空包装),2425101
三全食品股份有限公司,金丝蜜枣粽（真空包装）,2425071
三全食品股份有限公司,八宝粽（真空包装）,2425065
三全食品股份有限公司,经典早餐油条,706581
三全食品股份有限公司,小刺猬豆沙包,2244803
三全食品股份有限公司,奶黄包,760349
三全食品股份有限公司,三全寿桃豆沙包,760347
三全食品股份有限公司,小刺猬豆沙包,1596665
三全食品股份有限公司,三全寿桃豆沙包,53649
三全食品股份有限公司,奶香馒头,56581
三全食品股份有限公司,鱼香肉丝饭,665503
三全食品股份有限公司,一碗饭（咖喱鸡丁饭）,886375
三全食品股份有限公司,豆沙包,53559
三全食品股份有限公司,奶黄包,706577
三全食品股份有限公司,家常豆腐饭,1497001
三全食品股份有限公司,三全寿桃豆沙包,1375431
三全食品股份有限公司,小刺猬豆沙包,1375413
三全食品股份有限公司,胡萝卜馒头,1112621
三全食品股份有限公司,叉烧包,1110745
三全食品股份有限公司,香菇素菜包,53595
三全食品股份有限公司,春笋猪肉包,976869
三全食品股份有限公司,一碗饭鱼香肉丝饭,711915
三全食品股份有限公司,梅菜扣肉米饭套餐,925739
三全食品股份有限公司,紫薯包,921735
三全食品股份有限公司,一碗饭（红烧牛肉饭）,886381
三全食品股份有限公司,一碗饭（鱼香肉丝饭）,886379
三全食品股份有限公司,三全玉兔奶黄包,760345
三全食品股份有限公司,双豆沙粽（真空包装）,705201
三全食品股份有限公司,叉烧粽,706777
三全食品股份有限公司,葱香手抓饼,706573
三全食品股份有限公司,油炸面制品（茴香小油条）,693005
三全食品股份有限公司,发酵面制品（茴香小油条）,693003
三全食品股份有限公司,三全凌汤圆精选黑糯米黑芝麻,670029
三全食品股份有限公司,红烧牛肉饭,665483
三全食品股份有限公司,三全凌黑芝麻汤圆,655311
三全食品股份有限公司,三全凌花生汤圆,655309
三全食品股份有限公司,猪肉包,549539
三全食品股份有限公司,茴香小油条,549537
三全食品股份有限公司,粒粒红豆包,461481
三全食品股份有限公司,三鲜灌汤水饺,447357
三全食品股份有限公司,爽口素馅春卷,53411
三全食品股份有限公司,金丝蜜枣棕,417875
三全食品股份有限公司,猪肉棕,417873
三全食品股份有限公司,八宝粽(真空包装),417847
三全食品股份有限公司,三全凌汤圆（精选黑糯米黑芝麻）,387993
三全食品股份有限公司,三全凌汤圆（花生）,387991
三全食品股份有限公司,三全凌汤圆（豆沙）,387987
三全食品股份有限公司,豆沙粽,157809
三全食品股份有限公司,蜜枣粽,193581
三全食品股份有限公司,金丝蜜枣粽,164207
三全食品股份有限公司,板栗猪肉粽,164205
三全食品股份有限公司,猪肉粽,164193
三全食品股份有限公司,甜豆沙粽,157805
三全食品股份有限公司,浓香黑芝麻小汤圆,54431
三全食品股份有限公司,灌汤水饺,144051
三全食品股份有限公司,浓香黑芝麻三全凌香糯汤圆(速冻生制品),132871
三全食品股份有限公司,板栗猪肉粽,95953
三全食品股份有限公司,猪肉粽,95941
三全食品股份有限公司,糯玉米肉肠粽,95935
三全食品股份有限公司,三全凌汤圆(精选豆沙),57297
三全食品股份有限公司,蛋奶馒头,56589
三全食品股份有限公司,醇香无糖黑芝麻汤圆,53705
三全食品股份有限公司,浓香花生汤圆,53601
三全食品股份有限公司,灌汤水饺（猪肉香菇）,55089
三全食品股份有限公司,千丝抓饼,55037
三全食品股份有限公司,猪肉芹菜水饺,54225
三全食品股份有限公司,猪肉白菜水饺,36739
三全食品股份有限公司,猪肉香菇水饺,54391
三全食品股份有限公司,白糯米小圆子,53611
三全食品股份有限公司,灌汤水饺（猪肉大葱）,55057
三全食品股份有限公司,香菇青菜水饺,55053
三全食品股份有限公司,香芋地瓜丸,55045
三全食品股份有限公司,三全凌汤圆（浓香黑芝麻）,54973
三全食品股份有限公司,猪肉大葱水饺,53641
三全食品股份有限公司,韭菜鸡蛋水饺,53299
三全食品股份有限公司,浓香黑芝麻汤圆,53303
三全食品股份有限公司,猪肉香茹水饺,54795
三全食品股份有限公司,浓香花汤圆,54749
三全食品股份有限公司,清醇草莓水果汤圆,54743
三全食品股份有限公司,猪肉韭菜水饺,54437
三全食品股份有限公司,三鲜水饺,6239
三全食品股份有限公司,浓香黑芝麻汤圆（生）,54661
三全食品股份有限公司,醇香无糖花生汤圆,54623
三全食品股份有限公司,葱香千丝抓饼,53419
三全食品股份有限公司,香醇豆沙馅春卷,53613
三全食品股份有限公司,猪肉荠菜水饺,53413
三全食品股份有限公司,原味千丝抓饼,53599
三全食品股份有限公司,鲜美纯肉馅上海风味小笼包,53455
三全食品股份有限公司,浓香黑糯米芝麻汤圆,54449
三全食品股份有限公司,醇香黑芝麻汤圆,54429
三全食品股份有限公司,浓香豆沙汤圆,53603
三全食品股份有限公司,羊肉水饺,53325
三全食品股份有限公司,原味千丝松饼,54277
三全食品股份有限公司,三全香糖汤圆（冷冻生制）,53945
三全食品股份有限公司,醇香花生汤圆（速冻生制品）,53875
三全食品股份有限公司,浓香黑糯米黑芝麻汤圆,53581
三全食品股份有限公司,原味千丝手抓饼,53763
三全食品股份有限公司,辣酱千丝抓饼,53761
三全食品股份有限公司,葱香千丝抓饼（速冻生制品）,53739
三全食品股份有限公司,面点坊（奶黄包）,53579
三全食品股份有限公司,羊肉珍鲜灌汤水饺,53577
三全食品股份有限公司,灌汤水饺（速冻生制品）,53547
三全食品股份有限公司,浓香花生汤圆,53535
三全食品股份有限公司,辣酱干丝抓饼,53515
三全食品股份有限公司,白糯米小圆子,53511
三全食品股份有限公司,韭菜鸡蛋素水饺,53423
三全食品股份有限公司,灌汤水饺（猪肉大葱）（速冻生制）,53395
三全食品股份有限公司,香醇豆沙馅芝麻球,53389
三全食品股份有限公司,黄瓜鸡蛋水饺（速冻生制品）,53353
三全食品股份有限公司,香醇豆沙馅春卷（速冻生制）,53351
三全食品股份有限公司,浓香花生汤圆（速冻生制品）,53347
三全食品股份有限公司,原味千丝抓饼（速冻生制）,53315
三全食品股份有限公司,奶黄包（速冻熟制品）,53313
三全食品股份有限公司,灌汤水饺（三鲜）,53311
三全食品股份有限公司,三鲜水饺,53175
三全食品股份有限公司,日式甜不辣肉棒,51235
三全食品股份有限公司,黑椒肉丸,51205
三全食品股份有限公司,香菇贡丸,51201
三全食品股份有限公司,肘花肉卷,51199
三全食品股份有限公司,撒尿牛丸,51197
三全食品股份有限公司,三全凌汤圆精选黑芝麻,33423
三全食品股份有限公司,三全凌汤圆黑芝麻,33405
三全食品股份有限公司,紫糯八宝粽,17299
三全食品股份有限公司,三全凌汤圆（黑芝麻）,15871
三全食品股份有限公司,三全凌汤圆（豆沙味）,15869
大连天宝绿色食品股份有限公司,豆沙包雪糕,833427
大连天宝绿色食品股份有限公司,天宝小雪人牛奶巧克力风味雪糕,833425
大连天宝绿色食品股份有限公司,淳臻蛋奶风味雪糕,833399
大连天宝绿色食品股份有限公司,黑爵巧克力脆皮风味雪糕,545925
大连天宝绿色食品股份有限公司,满天星牛奶脆皮风味雪糕,545923
大连天宝绿色食品股份有限公司,大樱桃风味冰淇淋,545921
大连天宝绿色食品股份有限公司,奶之恋鲜奶牛奶风味雪糕,332151
大连天宝绿色食品股份有限公司,真巧雪糕巧克力风味,332141
大连天宝绿色食品股份有限公司,水果软糖(雪糕）,332101
大连天宝绿色食品股份有限公司,八宝范儿（雪糕）,165745
保龄宝生物股份有限公司,低聚异麦芽糖粉,868309
保龄宝生物股份有限公司,麦芽糊精,260655
江苏洋河酒厂股份有限公司,洋河大曲青瓷白酒,3691521
江苏洋河酒厂股份有限公司,洋河大曲蓝瓷白酒,3691459
江苏洋河酒厂股份有限公司,洋河普曲酒,702349
江苏洋河酒厂股份有限公司,海之蓝白酒（绵柔型白酒）,3648187
江苏洋河酒厂股份有限公司,洋河蓝优白酒（精装版）,3595473
江苏洋河酒厂股份有限公司,洋河敦煌大曲酒,3019159
江苏洋河酒厂股份有限公司,洋河大曲（白酒）,3567441
江苏洋河酒厂股份有限公司,洋河普曲酒,702349
江苏洋河酒厂股份有限公司,洋河优曲白酒,3480237
江苏洋河酒厂股份有限公司,敦煌大曲酒（金敦煌）,3476477
江苏洋河酒厂股份有限公司,洋河蓝优酒,1873005
江苏洋河酒厂股份有限公司,洋河敦煌大曲,3381531
江苏洋河酒厂股份有限公司,洋河酒,3381521
江苏洋河酒厂股份有限公司,洋河大曲敦煌白酒,3381513
江苏洋河酒厂股份有限公司,洋河老字号酒,536677
江苏洋河酒厂股份有限公司,海之蓝白酒,1572789
江苏洋河酒厂股份有限公司,5A级天之藍（绵柔型白酒）,3337251
江苏洋河酒厂股份有限公司,洋河大曲敦煌酒,3308671
江苏洋河酒厂股份有限公司,洋河蓝优（白酒）,3288429
江苏洋河酒厂股份有限公司,洋河敦煌大曲（绿敦煌）,3169621
江苏洋河酒厂股份有限公司,洋河优曲酒,3099743
江苏洋河酒厂股份有限公司,洋河大曲青瓷酒,2985129
江苏洋河酒厂股份有限公司,洋河白酒（晶之醇）,2945809
江苏洋河酒厂股份有限公司,海之蓝白酒（绵柔型）,1210475
江苏洋河酒厂股份有限公司,苏源洋河酒,2426309
江苏洋河酒厂股份有限公司,洋河大曲酒（浓香型白酒）,2382605
江苏洋河酒厂股份有限公司,洋河敦煌大曲绿敦煌,1873059
江苏洋河酒厂股份有限公司,洋河敦煌大曲金敦煌,1853039
江苏洋河酒厂股份有限公司,洋河龙尊浓香型白酒,1689305
江苏洋河酒厂股份有限公司,洋河新世纪酒,1689273
江苏洋河酒厂股份有限公司,洋河小曲酒,1689253
江苏洋河酒厂股份有限公司,蓝色经典海之蓝(白酒),1614419
江苏洋河酒厂股份有限公司,洋河礼酒,1572775
江苏洋河酒厂股份有限公司,洋河小曲酒（白酒）,1210473
江苏洋河酒厂股份有限公司,洋河大曲青瓷酒,622621
江苏洋河酒厂股份有限公司,洋河大曲酒,1108865
江苏洋河酒厂股份有限公司,洋河白酒,1108841
江苏洋河酒厂股份有限公司,洋河大曲精制酒,875871
江苏洋河酒厂股份有限公司,洋河陈酿酒,875831
江苏洋河酒厂股份有限公司,洋河特曲酒,458041
江苏洋河酒厂股份有限公司,洋河大曲蓝瓷浓香型白酒,458049
江苏洋河酒厂股份有限公司,洋河小曲白酒,662203
江苏洋河酒厂股份有限公司,洋河大曲蓝瓷酒,622627
江苏洋河酒厂股份有限公司,海之蓝酒,536669
江苏洋河酒厂股份有限公司,洋河普曲（白酒）,491221
江苏洋河酒厂股份有限公司,洋河优曲（白酒）,491219
江苏洋河酒厂股份有限公司,敦煌大曲（白酒）,491213
江苏洋河酒厂股份有限公司,洋河大曲优质青瓷绵柔型白酒,458043
江苏洋河酒厂股份有限公司,洋河（美人家酒）,217051
江苏洋河酒厂股份有限公司,洋河谱曲,163453
江苏洋河酒厂股份有限公司,洋河普曲,35541
皇氏集团股份有限公司,高钙奶,679947
皇氏集团股份有限公司,铁锌奶,679945
皇氏集团股份有限公司,乳酸味乳饮品,7219
皇氏集团股份有限公司,酸牛奶,1044201
皇氏集团股份有限公司,摩拉菲尔饱养代餐TM酸奶,972465
皇氏集团股份有限公司,低脂双歧酸奶,969729
皇氏集团股份有限公司,鲜牛奶,8853
皇氏集团股份有限公司,摩拉菲尔·清养水牛纯牛奶,963769
皇氏集团股份有限公司,摩拉菲尔酽养酸牛奶,963767
皇氏集团股份有限公司,摩拉菲尔醇养·酸牛奶,669981
