湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,福建永辉超市有限公司泉州泉港永嘉天地店,福建,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,九江联盛超市连锁股份有限公司九江学院店,江西,湖南省常德市石门县工业园9号,/,称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,广州盒马鲜生网络科技有限公司白云区第二分公司,广东,湖南省常德市石门县工业园9号,2020-03-04,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,永辉超市股份有限公司福建福州大儒世家超市,福建,湖南省常德市石门县工业园9号,2020-06-03,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,重庆商社新世纪百货连锁经营有限公司石桥铺店,重庆,湖南省常德市石门县工业园9号,/,散装,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,中百仓储超市有限公司武汉天纵城店,湖北,湖南省常德市石门县工业园9号,/,称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,贵州星力城乐品鲜活商贸有限公司中华北路分店,贵州,湖南省常德市石门县工业园9号,2020-05-27,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,重庆永辉超市有限公司九龙坡区石坪桥分公司,重庆,湖南省常德市石门县工业园9号,/,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,苏果超市有限公司栖霞分公司,,湖南省常德市石门县工业园9号,2020-06-12,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,上海联家超市有限公司柳州店,上海市,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,上海永辉杨浦超市有限公司宝塔路分公司,上海市,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,上海欧尚超市有限公司闵行店,上海市闵行区,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,许昌市胖东来超市有限公司云鼎店,河南,湖南省常德市石门县工业园9号,2020-04-24,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,重庆市合川区润帝商业有限公司,重庆,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,湖南华润万家生活超市有限公司湘府店,湖南省,湖南省常德市石门县工业园9号,/,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,衡阳蒸湘区卜蜂超市有限公司,湖南,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,长沙市人人乐商业有限公司东玺门购物广场,湖南省,湖南省常德市石门县工业园9号,2020-01-01,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,长沙盒马网络科技有限公司华创分公司,湖南,湖南省常德市石门县工业园9号,2020-03-05,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,重庆市酉阳县品佳惠百货有限责任公司,重庆,湖南省常德市石门县工业园9号,/,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,上海联家超市有限公司中山公园店,上海,湖南省常德市石门县工业园9号,2019-09-26,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,洛阳丹尼斯量贩有限公司政和分公司,河南,湖南省常德市石门县工业园9号,2019-10-16,散装,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,烟台振华购物中心有限公司,山东省,湖南省常德市石门县工业园9号,2019-09-27,计量称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,河南大张实业有限公司盛德美分公司,河南,湖南省常德市石门县工业园9号,2019-09-09,散装,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,岳阳大润发商业有限公司,湖南,湖南省常德市石门县工业园9号,2019-11-06,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,郑州丹尼斯百货有限公司花园分店,河南,湖南省常德市石门县工业园9号,2019-11-05,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,河南世纪联华超市有限公司经三路店,河南,湖南省常德市石门县工业园9号,2019-11-07,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,郑州丹尼斯百货有限公司丰乐分公司,河南,湖南省常德市石门县工业园9号,2019-11-04,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,河南世纪联华超市有限公司天旺店,河南,湖南省常德市石门县工业园9号,2019-10-30,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,河南丹尼斯百货有限公司郑州东风路分公司,河南,湖南省常德市石门县工业园9号,2019-10-30,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,郑州丹尼斯生活广场有限公司丰产分公司,河南,湖南省常德市石门县工业园9号,/,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,河南世纪联华超市有限公司锦艺店,河南,湖南省常德市石门县工业园9号,/,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,郑州丹尼斯百货有限公司花园分店,河南,湖南省常德市石门县工业园9号,/,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,永辉超市河南有限公司长葛长社路分公司,河南,湖南省常德市石门县工业园9号,2019-11-14,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,厦门永辉民生超市有限公司金湖店,,湖南省常德市石门县工业园9号,2019-11-13,散装,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,怀化大润发商业有限公司,湖南,湖南省常德市石门县工业园9号,2019-10-13,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,广州市好又多南洲百货商业有限公司,广东,湖南省常德市石门县工业园9号,2019-09-23,散装称重	,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,长沙市人人乐商业有限公司东玺门购物广场,湖南省,湖南省常德市石门县工业园9号,2019-07-22,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,长沙家乐福超市有限责任公司,湖南省,湖南省常德市石门县工业园9号,2019-07-18,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,福建永辉超市有限公司泉州南安中骏世界城店,福建,湖南省常德市石门县工业园9号,2019-10-31,散装,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,厦门永辉商业有限公司康乐超市,福建省,湖南省常德市石门县工业园9号,2019-10-20,散装,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,安徽永辉超市有限公司黄山屯溪分公司,安徽,湖南省常德市石门县工业园9号,2019-09-03,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,厦门永辉民生超市有限公司新阳店,,湖南省常德市石门县工业园9号,2019-10-14,散装 ,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,昆明家乐福超市有限公司正大店,云南,湖南省常德市石门县工业园9号,2019-10-15,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,沃尔玛华东百货有限公司金华时代广场分店,浙江,湖南省常德市石门县工业园9号,2019-10-17,/	,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,新乡市胖东来生活广场有限公司,河南,湖南省常德市石门县工业园9号,2019-09-15,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,深圳沃尔玛百货零售有限公司长沙雨花亭分店,湖南,湖南省常德市石门县工业园9号,2019-10-14,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,永辉超市河南有限公司荥阳国泰路分公司,河南,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,步步高商业连锁股份有限公司岳阳南湖广场店,湖南,湖南省常德市石门县工业园9号,2019-08-25,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,郑州丹尼斯百货有限公司丰乐分公司,河南,湖南省常德市石门县工业园9号,2019-08-01,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,北国商城股份有限公司超市建华店,河北,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,北京家乐福商业有限公司天竺店,北京市,湖南省常德市石门县工业园9号,2019-07-24,	,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,步步高商业连锁股份有限公司长沙西站店,湖南,湖南省常德市石门县工业园9号,2019-08-06,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,步步高商业连锁股份有限公司长沙金星大道分公司,湖南,湖南省常德市石门县工业园9号,2019-07-23,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,常州欧尚超市有限公司,江苏,湖南省常德市石门县工业园9号,2019-05-24,散称,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,重庆华润万家生活超市有限公司江北五江路店,重庆,湖南省常德市石门县工业园9号,2019-08-08,称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,郑州丹尼斯百货有限公司郑花分公司,河南,湖南省常德市石门县工业园9号,2019-09-20,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,郑州丹尼斯百货有限公司花园分店,河南,湖南省常德市石门县工业园9号,2019-09-22,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,郑州丹尼斯百货有限公司丰产分公司,河南,湖南省常德市石门县工业园9号,2019-09-18,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,永辉超市河南有限公司郑州北环路分公司,河南,湖南省常德市石门县工业园9号,2019-09-20,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,河南世纪联华超市有限公司天旺店,河南,湖南省常德市石门县工业园9号,2019-09-20,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,中百仓储超市有限公司黄石文化宫店,湖北,湖南省常德市石门县工业园9号,2019-09-23,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,武汉中商超市连锁有限公司黄石文化宫店,湖北,湖南省常德市石门县工业园9号,2019-09-23,/,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,重庆永辉超市有限公司涪陵区南门山金科世界走廊分公司,重庆,湖南省常德市石门县工业园9号,2019-08-04,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,重庆永辉超市有限公司江北区金源时代购物中心分公司,重庆,湖南省常德市石门县工业园9号,2019-07-21,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳仔水鸭,173481,河南大哈实业股份有限公司金水区幸福城分公司,河南,湖南省常德市石门县工业园9号,2019-08-21,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,昆山润华商业有限公司大润发分公司,江苏,湖南省常德市石门县工业园9号,2023-07-24,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,江西永辉超市有限公司青山湖万达广场店,江西,湖南省常德市石门县工业园9号,2022-10-25,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,沃尔玛（贵州）商业零售有限公司都匀斗篷山路分店,贵州,湖南省常德市石门县工业园9号,2023-05-14,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,重庆市黔江区佳惠百货有限责任公司城南店,重庆,湖南省常德市石门县工业园9号,2022-05-10,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,贵州合力超市采购有限公司平坝分公司,贵州,湖南省常德市石门县工业园9号,2021-11-14,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,贵州华联综合超市有限公司诚信南路分公司,贵州,湖南省常德市石门县工业园9号,2021-10-18,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,建德大润发商业有限公司,浙江,湖南省常德市石门县工业园9号,2021-07-06,散装,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,重庆永辉超市有限公司巴南区土桥分公司,重庆,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,上海泗泾大润发商贸有限公司,上海,湖南省常德市石门县工业园9号,2020-10-28,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,深圳盒马网络科技有限公司龙华区第三分公司,广东,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,福建省漳州市龙文区步文镇迎宾路12号“锦绣一方商业广场,福建,湖南省常德市石门县工业园9号,2020-07-21,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,华润万家生活超市(广州)有限公司,广东,湖南省常德市石门县工业园9号,2020-06-30,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,福建永辉超市有限公司泉州丰泽浦西万达广场店,福建,湖南省常德市石门县工业园9号,2019-11-08,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,厦门永辉民生超市有限公司金湖店,,湖南省常德市石门县工业园9号,2019-11-13,散装,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,郑州丹尼斯百货有限公司二七分公司,河南,湖南省常德市石门县工业园9号,2019-09-22,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,郑州悦家商业有限公司金水店,河南,湖南省常德市石门县工业园9号,2019-09-20,/,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,北京旺市百利商业有限公司五棵松旺市百利超市,北京,湖南省常德市石门县工业园9号,/,散装,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,永旺（湖北）商业有限公司武汉武胜路店,湖北,湖南省常德市石门县工业园9号,2022-11-13,/,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,青岛润泰事业有限公司马鞍山分公司,安徽,湖南省常德市石门县工业园9号,2020-09-11,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,郑州丹尼斯百货有限公司安阳文峰分公司,河南,湖南省常德市石门县工业园9号,/,计量称重,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,锦江麦德龙现购自运有限公司株洲商场,湖南,湖南省常德市石门县工业园9号,2018-07-18,400克	,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,长沙步步高商业连锁有限责任公司万家丽中路分店,湖南,湖南省常德市石门县工业园9号,2016-03-10,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,昆山润华商业有限公司大润发分公司,江苏,湖南省常德市石门县工业园9号,2023-07-24,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,江西永辉超市有限公司青山湖万达广场店,江西,湖南省常德市石门县工业园9号,2022-10-25,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,沃尔玛（贵州）商业零售有限公司都匀斗篷山路分店,贵州,湖南省常德市石门县工业园9号,2023-05-14,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,重庆市黔江区佳惠百货有限责任公司城南店,重庆,湖南省常德市石门县工业园9号,2022-05-10,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,贵州合力超市采购有限公司平坝分公司,贵州,湖南省常德市石门县工业园9号,2021-11-14,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,贵州华联综合超市有限公司诚信南路分公司,贵州,湖南省常德市石门县工业园9号,2021-10-18,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,建德大润发商业有限公司,浙江,湖南省常德市石门县工业园9号,2021-07-06,散装,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,重庆永辉超市有限公司巴南区土桥分公司,重庆,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,上海泗泾大润发商贸有限公司,上海,湖南省常德市石门县工业园9号,2020-10-28,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,深圳盒马网络科技有限公司龙华区第三分公司,广东,湖南省常德市石门县工业园9号,/,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,福建省漳州市龙文区步文镇迎宾路12号“锦绣一方商业广场,福建,湖南省常德市石门县工业园9号,2020-07-21,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,华润万家生活超市(广州)有限公司,广东,湖南省常德市石门县工业园9号,2020-06-30,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,福建永辉超市有限公司泉州丰泽浦西万达广场店,福建,湖南省常德市石门县工业园9号,2019-11-08,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,厦门永辉民生超市有限公司金湖店,,湖南省常德市石门县工业园9号,2019-11-13,散装,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,郑州丹尼斯百货有限公司二七分公司,河南,湖南省常德市石门县工业园9号,2019-09-22,/,合格
湖南湘佳牧业股份有限公司,湘佳土洋鸭,1105725,郑州悦家商业有限公司金水店,河南,湖南省常德市石门县工业园9号,2019-09-20,/,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,北京旺市百利商业有限公司五棵松旺市百利超市,北京,湖南省常德市石门县工业园9号,/,散装,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,永旺（湖北）商业有限公司武汉武胜路店,湖北,湖南省常德市石门县工业园9号,2022-11-13,/,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,青岛润泰事业有限公司马鞍山分公司,安徽,湖南省常德市石门县工业园9号,2020-09-11,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,郑州丹尼斯百货有限公司安阳文峰分公司,河南,湖南省常德市石门县工业园9号,/,计量称重,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,锦江麦德龙现购自运有限公司株洲商场,湖南,湖南省常德市石门县工业园9号,2018-07-18,400克	,合格
湖南湘佳牧业股份有限公司,湘佳鸡翅根,105463,长沙步步高商业连锁有限责任公司万家丽中路分店,湖南,湖南省常德市石门县工业园9号,2016-03-10,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,西安盒马网络科技有限公司长安第一分公司,陕西,湖南省常德市石门县工业园9号,2023-10-26,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,北京旺市百利商业有限公司五棵松旺市百利超市,北京,湖南省常德市石门县工业园9号,/,散装,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,凯里市福一村生鲜超市有限责任公司,贵州,湖南省常德市石门县工业园9号,2023-09-23,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,永辉超市河南有限公司郑州三全路分公司,河南,湖南省常德市石门县工业园9号,2023-07-28,——,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,蒲江邻你超市有限责任公司,四川,湖南省常德市石门县工业园9号,/,散装,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,宜兴大润发商业有限公司城南分公司,江苏,湖南省常德市石门县工业园9号,2023-09-16,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,江西永辉超市有限公司青山湖万达广场店,江西,湖南省常德市石门县工业园9号,2023-08-07,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,西安盒马网络科技有限公司长安第一分公司,陕西,湖南省常德市石门县工业园9号,2023-09-05,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,深圳沃尔玛百货零售有限公司晋江SM分店,福建省,湖南省常德市石门县工业园9号,2023-05-20,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司莆田市荔城馨宜新天地店,福建,湖南省常德市石门县工业园9号,2023-05-18,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,河南大张实业有限公司老集购物广场,河南,湖南省常德市石门县工业园9号,2023-06-12,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,华北盒马网络科技有限公司立水桥分公司,/,湖南省常德市石门县工业园9号,2023-04-06,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,河南美道家实业有限公司陕州分公司,河南,湖南省常德市石门县工业园9号,2023-05-17,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,河南美道家实业有限公司文化广场分公司,河南,湖南省常德市石门县工业园9号,2023-05-09,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,南京盒马网络科技有限公司第一分公司,江苏,湖南省常德市石门县工业园9号,2023-05-29,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,杭州盒马网络科技有限公司机场路分公司,/,湖南省常德市石门县工业园9号,2023-04-10,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,武汉中商徐东平价广场有限公司,湖北,湖南省常德市石门县工业园9号,2023-04-25,散称,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,沃尔玛（重庆）百货有限公司渝北胜利路分店,重庆,湖南省常德市石门县工业园9号,2023-05-27,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,沃尔玛（贵州）商业零售有限公司都匀斗篷山路分店,贵州,湖南省常德市石门县工业园9号,2023-05-14,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,上海盒马网络科技有限公司徐汇第一分公司,上海,湖南省常德市石门县工业园9号,2023-05-09,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司莆田市荔城正荣财富中心店,福建,湖南省常德市石门县工业园9号,2023-04-12,散装,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,厦门永辉民生超市有限公司集美杏滨万科店,福建,湖南省常德市石门县工业园9号,2023-03-11,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,河南大哈实业股份有限公司,河南,湖南省常德市石门县工业园9号,2023-01-03,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,上海盒马网络科技有限公司浦东昌里路分公司,上海,湖南省常德市石门县工业园9号,2022-10-22,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,中百仓储超市有限公司首义路购物广场,湖北,湖南省常德市石门县工业园9号,2022-11-30,散称,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,钟山区家辉购物中心,贵州,湖南省常德市石门县工业园9号,2022-06-07,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,陕西永辉超市有限公司商洛通江东路分公司,陕西,湖南省常德市石门县工业园9号,2022-07-24,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,中百仓储超市有限公司金色港湾购物广场,/,湖南省常德市石门县工业园9号,2022-10-11,散装,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,中百仓储超市有限公司京山联合广场店,湖北,湖南省常德市石门县工业园9号,2022-09-27,散装称重,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司莆田市仙游鲤城店,,湖南省常德市石门县工业园9号,2022-10-07,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,石家庄玉华信誉楼百货有限公司,河北,湖南省常德市石门县工业园9号,2022-07-25,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,河南大张实业有限公司汝阳分公司,河南,湖南省常德市石门县工业园9号,2022-06-19,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司闽侯南通分店,福建,湖南省常德市石门县工业园9号,2022-07-19,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司莆田市荔城正荣财富中心店,福建,湖南省常德市石门县工业园9号,2022-07-21,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,西亚超市连锁管理有限公司平桥分公司,河南,湖南省常德市石门县工业园9号,2022-08-24,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,河南美道家实业有限公司文化广场分公司,河南,湖南省常德市石门县工业园9号,2022-07-07,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,河南大张实业有限公司老集购物广场,河南,湖南省常德市石门县工业园9号,2022-07-28,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,河间信誉楼百货有限公司,河北,湖南省常德市石门县工业园9号,2022-09-22,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,永辉超市河南有限公司三门峡万达广场分公司,河南,湖南省常德市石门县工业园9号,2022-09-09,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,厦门润瑞商业有限公司,福建,湖南省常德市石门县工业园9号,2022-07-28,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,北京家乐福商业有限公司姚家园店,北京,湖南省常德市石门县工业园9号,2022-06-09,散装,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,贵州永辉超市有限公司仁怀方圆荟购物广场分公司,贵州,湖南省常德市石门县工业园9号,2022-07-10,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,成都家乐福超市有限公司新都店,四川,湖南省常德市石门县工业园9号,2022-08-01,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,深圳盒马网络科技有限公司南山区第四分公司,广东,湖南省常德市石门县工业园9号,2022-02-20,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,上海永辉超市有限公司鲁班路分公司,上海,湖南省常德市石门县工业园9号,2022-07-02,散装,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,广州盒马鲜生网络科技有限公司天河区第二分公司,广东,湖南省常德市石门县工业园9号,/,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,陕西永辉超市有限公司西安太华北路分公司,陕西,湖南省常德市石门县工业园9号,2022-06-20,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司莆田市正荣时代店,福建,湖南省常德市石门县工业园9号,2022-06-17,散装,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司莆田市荔城馨宜新天地店,福建,湖南省常德市石门县工业园9号,2022-06-11,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司闽侯县青口镇新城路分店,福建,湖南省常德市石门县工业园9号,2022-07-01,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,苏州长申商贸有限公司,/,湖南省常德市石门县工业园9号,2022-07-13,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,华北盒马网络科技有限公司玲珑路分公司,北京,湖南省常德市石门县工业园9号,2022-06-08,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,厦门永辉民生超市有限公司同安新景舜弘现代城店,福建,湖南省常德市石门县工业园9号,2022-04-06,/,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,深圳盒马网络科技有限公司南山区第三分公司,广东,湖南省常德市石门县工业园9号,2022-05-07,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,广州盒马鲜生网络科技有限公司越秀区第一分公司,广东,湖南省常德市石门县工业园9号,/,500g/盒,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,成都百伦商业管理有限公司都江堰分公司,四川,湖南省常德市石门县工业园9号,/,散装,合格
湖南湘佳牧业股份有限公司,湘佳丝乌鸡,112693,福建永辉超市有限公司南平市浦城兴华路店,福建,湖南省常德市石门县工业园9号,2022-05-02,散装称重,合格
