河南双汇投资发展股份有限公司,五香卤猪蹄,2592931,山南百益超市有限公司,/,河南省漯河市双汇路1号,2021-04-19,300g/袋,合格
河南双汇投资发展股份有限公司,午餐方腿香肠,2975007,会泽世纪东宸商贸有限公司,云南,河南省漯河市双汇路1号,2021-10-08,400g/个,合格
河南双汇投资发展股份有限公司,熏烤肉肠,2922551,延安上诚好又多商贸有限公司,陕西,河南省漯河市双汇路1号,2021-09-06,300g/袋,合格
河南双汇投资发展股份有限公司,双汇冷切火腿,2459483,沽源县裕润生鲜超市,/,河南省漯河市双汇路1号,2021-03-22,280g/袋,合格
河南双汇投资发展股份有限公司,双汇冷切火腿,2459483,永辉超市河南有限公司西华箕城路万顺达分公司,河南,河南省漯河市双汇路1号,2021-03-01,280g/根,合格
河南双汇投资发展股份有限公司,双汇老味道烤肠,2636541,四川步步高商业有限责任公司南充店,四川,河南省漯河市双汇路1号,2021-06-08,300g/袋,合格
河南双汇投资发展股份有限公司,脆皮肠（熏煮香肠）,2430237,深圳沃尔玛百货零售有限公司长春重庆路分店,吉林,河南省漯河市双汇路1号,2021-01-23,净含量：260g/包,合格
河南双汇投资发展股份有限公司,泡面拍档香肠,1570279,上海福满家便利有限公司沪亭北路五店,上海,河南省漯河市双汇路1号,2020-02-16,100g/根,合格
河南双汇投资发展股份有限公司,泡面拍档香肠,1570279,沃尔玛（湖南）商业零售有限公司邵阳宝庆东路分店,湖南,河南省漯河市双汇路1号,2020-03-05,240g/袋,合格
河南双汇投资发展股份有限公司,泡面拍档香肠,1570279,川汇区华联鲜生活店,河南,河南省漯河市双汇路1号,2019-08-02,80g/袋,合格
河南双汇投资发展股份有限公司,去皮后腿肉,2199311,漯河双汇商业连锁有限公司第八百九十八号连锁店,河南,河南省漯河市双汇路1号,/,/,合格
河南双汇投资发展股份有限公司,琵琶腿（鸡）,1948569,安徽华运超市股份有限公司蚌埠荷花园店,安徽,河南省漯河市双汇路1号,2020-06-06,散称,合格
河南双汇投资发展股份有限公司,鸡脯肉,1948511,安徽华运超市股份有限公司蚌埠荷花园店,安徽,河南省漯河市双汇路1号,2020-06-06,散称,合格
河南双汇投资发展股份有限公司,后座肉,1948329,安徽华运超市股份有限公司蚌埠荷花园店,安徽,河南省漯河市双汇路1号,2020-06-06,散称,合格
河南双汇投资发展股份有限公司,冻带皮五花肉块（猪肉）,1613187,湖北本来鲜科技连锁有限公司,湖北,河南省漯河市双汇路1号,/,1.00kg/包,合格
河南双汇投资发展股份有限公司,冻精制腿骨段（猪肉）,1613179,湖北本来鲜科技连锁有限公司,湖北,河南省漯河市双汇路1号,/,1.00kg/包,合格
河南双汇投资发展股份有限公司,冻精制腿骨段（猪肉）,1613179,湖北本来鲜科技连锁有限公司,湖北,河南省漯河市双汇路1号,/,1.00kg/包,合格
河南双汇投资发展股份有限公司,猪里脊,1613147,湖北本来鲜科技连锁有限公司,湖北,河南省漯河市双汇路1号,/,1.00kg/包,合格
河南双汇投资发展股份有限公司,带膘里脊肉（猪肉）,1179919,方城县裕客隆百货副食有限责任公司百货楼量贩,河南,河南省漯河市双汇路1号,2019-10-10,/,合格
河南双汇投资发展股份有限公司,带皮瘦肉（猪肉）,1179917,方城县吴洋洋水果超市,河南,河南省漯河市双汇路1号,2019-10-10,/,合格
河南双汇投资发展股份有限公司,双汇前腿肉（猪肉）,1179907,方城县独树镇家家乐购物广场,河南,河南省漯河市双汇路1号,2019-10-09,/,合格
河南双汇投资发展股份有限公司,熏烤金火腿,939773,青海夏都百货股份有限公司纺织品百货大楼,青海,河南省漯河市双汇路1号,/,350g/袋,合格
河南双汇投资发展股份有限公司,午餐猪肉风味罐头,410443,北京华联综合超市股份有限公司郑州第一分公司,河南,河南省漯河市双汇路1号,2016-06-04,340g/罐,合格
河南双汇投资发展股份有限公司,午餐猪肉风味罐头,410443,郑州易初莲花连锁超市有限公司,河南,河南省漯河市双汇路1号,2016-06-04,340g/罐,合格
河南双汇投资发展股份有限公司,午餐猪肉风味罐头,410443,宁波好又多百货有限公司,宁波,河南省漯河市双汇路1号,2016-12-25,340g/罐,合格
河南双汇投资发展股份有限公司,午餐猪肉风味罐头,410443,北国商城股份有限公司北国超市益元店,河北,河南省漯河市双汇路1号,2016-12-31,340g/罐,合格
河南双汇投资发展股份有限公司,午餐肉罐头,410439,北京华联综合超市股份有限公司郑州第四分公司,河南,河南省漯河市双汇路1号,2016-07-13,340g/罐,合格
河南双汇投资发展股份有限公司,午餐肉罐头,410439,郑州易初莲花连锁超市有限公司,河南,河南省漯河市双汇路1号,2016-09-22,340g/罐,合格
河南双汇投资发展股份有限公司,午餐肉罐头,410439,北国商城股份有限公司北国超市益元店,河北,河南省漯河市双汇路1号,2017-01-01,340g/罐,合格
河南双汇投资发展股份有限公司,新午餐肉罐头,755061,郑州易初莲花连锁超市有限公司,河南,河南省漯河市双汇路1号,2016-04-24,340g/罐,合格
河南双汇投资发展股份有限公司,新午餐肉罐头,755061,郑州易初莲花连锁超市有限公司,河南,河南省漯河市双汇路1号,2016-05-09,340g/罐,合格
河南双汇投资发展股份有限公司,双汇王中王特级火腿肠,860587,永辉超市河南有限公司郑州玉凤路凤凰城分公司,河南,河南省漯河市双汇路1号,2018-06-25,270g（30g×9支）/袋,合格
河南双汇投资发展股份有限公司,双汇香肘(蒸煮火腿),708953,洛阳王府井购物中心有限责任公司,河南,河南省漯河市双汇路1号,2018-03-09,200g/个,合格
河南双汇投资发展股份有限公司,金品火腿猪肉罐头,410445,宁波好又多百货有限公司,宁波,河南省漯河市双汇路1号,2016-11-27,340g/罐,合格
河南双汇投资发展股份有限公司,金品火腿猪肉罐头,410445,河北永辉超市有限公司新石分公司,河北,河南省漯河市双汇路1号,2016-08-10,340g/盒,合格
河南双汇投资发展股份有限公司,金品火腿猪肉罐头,410445,北国商城股份有限公司北国超市益元店,河北,河南省漯河市双汇路1号,2016-08-10,340g/罐,合格
河南双汇投资发展股份有限公司,前槽(鲜猪肉),484023,沈阳市沈北新区亿家快购购物中心,辽宁,河南省漯河市双汇路1号,2017-05-23,散装,合格
河南双汇投资发展股份有限公司,美式热狗肠,161811,沃尔玛（辽宁）百货有限公司丹东金海路分店,辽宁,河南省漯河市双汇路1号,2015-08-01,288克/盒,合格
河南双汇投资发展股份有限公司,特嫩方腿香肠,161751,阜新市清河门区万盛百货有限责任公司,辽宁,河南省漯河市双汇路1号,2015-06-13,250克,合格
河南双汇投资发展股份有限公司,双汇福美烤肠,160961,灵寿县中天贸易有限公司,河北省,河南省漯河市双汇路1号,2015-09-07,230g/袋,合格
河南双汇投资发展股份有限公司,五香烤肠,160953,灵寿县中天贸易有限公司,河北省,河南省漯河市双汇路1号,2015-09-09,260g/袋,合格
河南双汇投资发展股份有限公司,双汇精品后丘,103881,长春欧亚集团辽源欧亚置业有限公司,吉林,河南省漯河市双汇路1号,2016-07-08,计量称重,合格
河南双汇投资发展股份有限公司,双汇五花肉,103879,长春欧亚集团辽源欧亚置业有限公司,吉林,河南省漯河市双汇路1号,2016-07-08,计量称重,合格
河南双汇投资发展股份有限公司,双汇前槽,103873,长春欧亚集团辽源欧亚置业有限公司,吉林,河南省漯河市双汇路1号,2016-07-08,计量称重,合格
河南双汇投资发展股份有限公司,双汇泡面拍档香肠,51443,河南德信泉商贸有限公司德信泉生活广场文化宫店,河南,河南省漯河市双汇路1号,/,240g/袋,合格
兰州黄河企业股份有限公司,黄河啤酒,999405,北京华联综合超市股份有限公司嘉峪关分公司,甘肃省,甘肃省兰州市七里河区郑家庄108号,2019-01-08,330ml/瓶,合格
甘肃皇台酒业股份有限公司,皇台酒(柔雅三星),3368535,敦煌市百顺商行,甘肃,甘肃省武威市西关街新建路55号,2018-07-24,500ml/瓶,合格
甘肃皇台酒业股份有限公司,皇台酒迎宾,3368525,敦煌市百顺商行,甘肃,甘肃省武威市西关街新建路55号,2022-06-30,500ml/瓶,合格
甘肃皇台酒业股份有限公司,梅尔诺2013,999407,武威市凉州区酒立方名品行,甘肃,甘肃省武威市西关街新建路55号,2015-02-01,750ml/瓶（干型）,合格
甘肃皇台酒业股份有限公司,皇台庄园干红葡萄酒（黑比诺）,999529,武威市凉州区酒立方名品行,甘肃,甘肃省武威市西关街新建路55号,2016-07-13,750ml/瓶（干型）,合格
甘肃皇台酒业股份有限公司,皇台庄园干红葡萄酒（精选级）,999527,武威市凉州区酒立方名品行,甘肃,甘肃省武威市西关街新建路55号,2016-07-15,750ml/瓶（干型）,合格
甘肃皇台酒业股份有限公司,皇台本色10#窖藏白酒,999503,武威市凉州区军粮供应站便军粮油超市北关店,甘肃,甘肃省武威市西关街新建路55号,2016-10-15,600ml/瓶,合格
甘肃皇台酒业股份有限公司,本色8#窖藏酒,999431,武威市凉州区军粮供应站便军粮油超市北关店,甘肃,甘肃省武威市西关街新建路55号,2016-12-12,600ml/瓶,合格
甘肃皇台酒业股份有限公司,本色6#窖藏酒,999429,武威市凉州区军粮供应站便军粮油超市北关店,甘肃,甘肃省武威市西关街新建路55号,2017-03-29,600ml/瓶,合格
甘肃皇台酒业股份有限公司,皇台干红葡萄酒（黑比诺）,794365,嘉峪关市金利源副食商店,甘肃,甘肃省武威市西关街新建路55号,2014-04-13,750ml/瓶，12.5%vol，干型,合格
甘肃皇台酒业股份有限公司,皇台干红葡萄酒（精品）,794363,嘉峪关市金利源副食商店,甘肃,甘肃省武威市西关街新建路55号,2014-04-16,750ml/瓶，12%vol，干型,合格
甘肃皇台酒业股份有限公司,皇台酒（精酿）,794345,玉门市盛新商行,甘肃,甘肃省武威市西关街新建路55号,2016-05-31,500ml/瓶，52%vol，浓香型,合格
甘肃皇台酒业股份有限公司,皇台酒（珍酿）,794343,玉门市盛新商行,甘肃,甘肃省武威市西关街新建路55号,2015-01-28,500ml/瓶，52%vol，浓香型,合格
甘肃皇台酒业股份有限公司,皇台酒,651967,嘉峪关市西部天地商贸有限责任公司金川职工生活超市,甘肃,甘肃省武威市西关街新建路55号,2013-10-24,500ml,合格
甘肃皇台酒业股份有限公司,精品银皇台酒,651901,武威市凉州区酒立方名品行,甘肃,甘肃省武威市西关街新建路55号,2017-08-03,500ml/瓶,合格
甘肃皇台酒业股份有限公司,精品金皇台酒,651899,武威市凉州区酒立方名品行,甘肃,甘肃省武威市西关街新建路55号,2017-08-04,500ml/瓶,合格
甘肃皇台酒业股份有限公司,皇台庄园梅尔诺2013,493203,武威市天健西部仓储有限责任公司,甘肃省,甘肃省武威市西关街新建路55号,2015-05-18,750ml/瓶,合格
甘肃皇台酒业股份有限公司,（蛇龙珠）皇台庄园干红葡萄酒（橡木桶5年陈酿）,493201,武威市凉州区泰生商行,甘肃,甘肃省武威市西关街新建路55号,2016-07-08,750ml／瓶,合格
甘肃皇台酒业股份有限公司,皇台酒（珍品）,493191,武威浩诚大润发商贸有限公司,甘肃,甘肃省武威市西关街新建路55号,2013-12-29,500ml/瓶,合格
甘肃皇台酒业股份有限公司,龙马本色酒,493189,武威浩诚大润发商贸有限公司,甘肃,甘肃省武威市西关街新建路55号,2017-04-25,500ml/瓶,合格
甘肃皇台酒业股份有限公司,皇台酒伍品,369179,武威市凉州区新鑫源副食商行,甘肃省,甘肃省武威市西关街新建路55号,2016-04-20,500ml/瓶,合格
甘肃皇台酒业股份有限公司,皇台本色（本色8#窖藏）,369175,武威市凉州区新鑫源副食商行,甘肃省,甘肃省武威市西关街新建路55号,2014-02-16,600ml/瓶,合格
甘肃皇台酒业股份有限公司,皇台本色（本色6#窖藏）,369173,武威市凉州区新鑫源副食商行,甘肃省,甘肃省武威市西关街新建路55号,2016-07-15,600ml/瓶,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,郑州市惠济区信基冻品水产大世界味霖冻品商行,河南,郑州市惠济区英才街15号,2023-01-13,400克（20个）/袋,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,濮阳喜大生活超市有限公司,河南,郑州市惠济区英才街15号,2021-08-23,400克（20个）/袋,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,西华县址坊镇联华超市,河南,郑州市惠济区英才街15号,2020-08-24,400克（20个）/袋,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,泌阳县鑫雅惠购物广场,河南,郑州市惠济区英才街15号,2020-01-16,400克（20个）/袋,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,好生活购物广场,河南,郑州市惠济区英才街15号,2020-03-13,400克/袋,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,武邑县红发水产调料门市部,河北,郑州市惠济区英才街15号,2019-07-14,400克/袋,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,佛山市顺德区沃达茂商贸有限公司,广东,郑州市惠济区英才街15号,2019-08-01,400克（20个）/袋,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,贵州智雅饮食服务有限公司,贵州省,郑州市惠济区英才街15号,2019-02-17,400克/包,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,郑州千味央厨食品股份有限公司,河南,郑州市惠济区英才街15号,2018-09-26,400克（20个）/包,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,河南世纪联华超市有限公司天旺店,河南,郑州市惠济区英才街15号,2017-08-25,450克（20个）,合格
郑州千味央厨食品股份有限公司,香芋地瓜丸,353345,郑州千味央厨食品股份有限公司,河南,郑州市惠济区英才街15号,2016-09-19,450克(20个),合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,成武县亿客隆连锁超市有限公司南鲁店,山东,郑州市惠济区英才街15号,2022-07-04,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,荥阳市琳琳副食品商店,河南,郑州市惠济区英才街15号,2022-01-02,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,郸城方远精品超市有限公司,河南,郑州市惠济区英才街15号,2022-03-18,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,范县干鲜水产门市部,河南,郑州市惠济区英才街15号,2021-05-04,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,长葛市玖盛商贸有限公司,河南,郑州市惠济区英才街15号,2021-06-29,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,中牟县九佰购物广场,河南,郑州市惠济区英才街15号,2021-07-05,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,郑州市惠济区信基冻品水产大世界盼盼商行,河南,郑州市惠济区英才街15号,2019-08-17,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,郑州千味央厨食品股份有限公司,河南,郑州市惠济区英才街15号,2018-09-26,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,屯留县时代中意超市有限公司,山西,郑州市惠济区英才街15号,2017-08-23,260克（12个）/袋,合格
郑州千味央厨食品股份有限公司,芝麻球（豆沙馅）,353347,郑州千味央厨食品股份有限公司,河南,郑州市惠济区英才街15号,2016-09-19,260克(12个),合格
郑州千味央厨食品股份有限公司,紫薯豌豆球,2975435,汤阴县原航百货超市,河南,郑州市惠济区英才街15号,2021-09-17,280克（12个）/袋,合格
郑州千味央厨食品股份有限公司,紫薯豌豆球,2975435,郸城方远精品超市有限公司,河南,郑州市惠济区英才街15号,2022-02-14,280克（12个）/袋,合格
郑州千味央厨食品股份有限公司,紫薯豌豆球,2975435,范县新区中原路茂业超市,河南,郑州市惠济区英才街15号,2021-02-04,280克（12个）/袋,合格
郑州千味央厨食品股份有限公司,脆皮香蕉,353343,中牟县九佰购物广场,河南,郑州市惠济区英才街15号,2021-04-26,300克（10个）/袋,合格
郑州千味央厨食品股份有限公司,脆皮香蕉,353343,峰峰矿区万家福商贸有限公司,河北,郑州市惠济区英才街15号,2020-08-26,300克（10个）,合格
郑州千味央厨食品股份有限公司,脆皮香蕉,353343,隆化县张三营镇诚信购物中心,河北,郑州市惠济区英才街15号,2020-01-09,300克（10个）/袋,合格
郑州千味央厨食品股份有限公司,脆皮香蕉,353343,郑州千味央厨食品股份有限公司,河南,郑州市惠济区英才街15号,2018-09-26,300克（10个）/袋,合格
郑州千味央厨食品股份有限公司,脆皮香蕉,353343,郑州千味央厨食品股份有限公司,河南,郑州市惠济区英才街15号,2016-09-19,300克(10个)/袋,合格
郑州千味央厨食品股份有限公司,脆皮香蕉（速冻生制食品）,2543263,淮滨县北城聚民生活便利店,河南,郑州市惠济区英才街15号,2020-11-28,300克（10个）/袋,合格
郑州千味央厨食品股份有限公司,紫薯豌豆球（速冻生制食品）,2543201,淮滨县北城聚民生活便利店,河南,郑州市惠济区英才街15号,2020-12-03,280克（12个）/袋,合格
郑州千味央厨食品股份有限公司,卡通熊仔包（豆沙馅）,2340227,沃尔玛（广西）商业零售有限公司防城港防邕路分店,/,郑州市惠济区英才街15号,2019-12-28,360克（12个）/袋,合格
郑州千味央厨食品股份有限公司,茴香小油条,1137343,郑州市惠济区信基冻品水产大世界盼盼商行,河南,郑州市惠济区英才街15号,2019-08-22,240克/袋,合格
郑州千味央厨食品股份有限公司,涮煮小油条,1137339,郑州市惠济区信基冻品水产大世界盼盼商行,河南,郑州市惠济区英才街15号,2019-08-13,625克/袋,合格
郑州千味央厨食品股份有限公司,金猴送福卡通包（豆沙馅）,887069,周口市开发区晓霞海鲜冻品批发商行,河南,郑州市惠济区英才街15号,2018-01-12,360克（12个）/袋,合格
郑州千味央厨食品股份有限公司,手抓饼(香葱味),846213,漯河市源汇区红甲商行,河南,郑州市惠济区英才街15号,2018-04-12,1.2千克/袋,合格
郑州千味央厨食品股份有限公司,小小玉汤圆（黑芝麻味）,808759,济源市创先冷食商贸有限公司,河南,郑州市惠济区英才街15号,2018-01-04,280克/袋,合格
郑州千味央厨食品股份有限公司,油条,726355,天津肯德基有限公司廊坊万向城餐厅,河北,郑州市惠济区英才街15号,2018-04-02,计量销售,合格
郑州千味央厨食品股份有限公司,卡通猪猪包（奶黄馅）,665739,北京佰江商贸有限公司,北京,郑州市惠济区英才街15号,2017-07-02,360克（12个）/袋,合格
郑州千味央厨食品股份有限公司,紫薯豌豆球（速冻面米制品生制品）,648987,南宁市欢丰冷冻食品经营部,广西,郑州市惠济区英才街15号,2017-04-14,280g/袋,合格
郑州千味央厨食品股份有限公司,炸椰奶,622893,河南世纪联华超市有限公司天旺店,河南,郑州市惠济区英才街15号,2017-07-06,200克（8个）/袋,合格
郑州千味央厨食品股份有限公司,手抓饼（原味）,585561,北国商城股份有限公司益中百货分公司,河北,郑州市惠济区英才街15号,2017-07-10,1.2千克/袋,合格
郑州千味央厨食品股份有限公司,全素春卷,311409,佛山市南海区罗村传祺冻品商行,广东,郑州市惠济区英才街15号,2016-08-12,260g/袋,合格
青岛食品股份有限公司,幼滑型花生酱,106379,海阳才高置业有限公司丽达购物广场,山东,青岛市李沧区四流中支路2号,2023-01-11,340克/瓶,合格
青岛食品股份有限公司,幼滑型花生酱,106379,漳州新华都百货有限责任公司云霄宝城店,福建,青岛市李沧区四流中支路2号,2023-01-11,（340克+赠35克）/瓶,合格
青岛食品股份有限公司,幼滑型花生酱,106379,莱阳大润发商业有限公司,山东,青岛市李沧区四流中支路2号,2022-05-18,510克/瓶,合格
青岛食品股份有限公司,幼滑型花生酱,106379,厦门新华都购物广场有限公司厦大分店,福建,青岛市李沧区四流中支路2号,2021-08-05,340克+赠35克,合格
青岛食品股份有限公司,幼滑型花生酱,106379,莱阳利客来商业有限公司,山东,青岛市李沧区四流中支路2号,2021-01-08,340克/瓶,合格
青岛食品股份有限公司,幼滑型花生酱,106379,福建新华都综合百货有限公司福州金山大景城分店,福建,青岛市李沧区四流中支路2号,2020-05-08,340克+赠35克,合格
青岛食品股份有限公司,幼滑型花生酱,106379,利群时代商贸有限公司丹阳店,/,青岛市李沧区四流中支路2号,2019-09-25,510克/瓶,合格
青岛食品股份有限公司,幼滑型花生酱,106379,青海华联综合超市有限公司城东中发源分公司,青海,青岛市李沧区四流中支路2号,2019-08-06,340克+赠35克/瓶,合格
青岛食品股份有限公司,幼滑型花生酱,106379,市北区乐同华超市,山东,青岛市李沧区四流中支路2号,2019-03-16,340克/瓶	,合格
青岛食品股份有限公司,幼滑型花生酱,106379,西宁大十字百货商店有限公司广场店,青海,青岛市李沧区四流中支路2号,2018-07-04,340克+赠35克/瓶,合格
青岛食品股份有限公司,幼滑型花生酱,106379,青岛金鼎广场有限公司,山东,青岛市李沧区四流中支路2号,2016-11-07,510 g/瓶,合格
青岛食品股份有限公司,幼滑型花生酱,106379,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2016-02-04,340克/瓶,合格
青岛食品股份有限公司,颗粒型花生酱,944737,海阳才高置业有限公司丽达购物广场,山东,青岛市李沧区四流中支路2号,2023-01-09,510克/瓶,合格
青岛食品股份有限公司,颗粒型花生酱,944737,济南华联超市有限公司大明店,山东,青岛市李沧区四流中支路2号,2021-12-06,340克/瓶,合格
青岛食品股份有限公司,颗粒型花生酱,944737,龙岩新华都购物广场有限公司银河店,,青岛市李沧区四流中支路2号,2021-12-07,（340克+赠35克）/瓶,合格
青岛食品股份有限公司,颗粒型花生酱,944737,海阳市百货大楼有限公司,山东,青岛市李沧区四流中支路2号,2021-01-11,340克/瓶,合格
青岛食品股份有限公司,颗粒型花生酱,944737,北京华联综合超市股份有限公司青海第三分公司,青海,青岛市李沧区四流中支路2号,2019-02-17,375克/瓶,合格
青岛食品股份有限公司,颗粒型花生酱,944737,西宁大十字百货商店有限公司广场店,青海,青岛市李沧区四流中支路2号,2018-09-06,340克/瓶,合格
青岛食品股份有限公司,花生酱颗粒型,3250127,莱阳大润发商业有限公司,山东,青岛市李沧区四流中支路2号,2022-05-24,210g/瓶,合格
青岛食品股份有限公司,海友颗粒型花生酱,315661,诸城市百盛舜王超市有限公司,山东,青岛市李沧区四流中支路2号,2022-05-23,340克/瓶,合格
青岛食品股份有限公司,海友颗粒型花生酱,315661,潍坊大润发商业有限公司,山东省,青岛市李沧区四流中支路2号,2022-03-18,340克+赠35克/瓶,合格
青岛食品股份有限公司,海友颗粒型花生酱,315661,山东家家悦超市有限公司胶南二店,山东,青岛市李沧区四流中支路2号,2016-10-15,340 g/瓶,合格
青岛食品股份有限公司,海友幼滑型花生酱,3084611,潍坊大润发商业有限公司,山东省,青岛市李沧区四流中支路2号,2022-01-10,340克+赠35克/瓶,合格
青岛食品股份有限公司,花生酱（幼滑型）,96263,海阳市百货大楼有限公司,山东,青岛市李沧区四流中支路2号,2020-11-17,210g/瓶,合格
青岛食品股份有限公司,花生酱（幼滑型）,96263,上海易初莲花连锁超市有限公司杨高中路店,上海,青岛市李沧区四流中支路2号,2020-03-09,340g/瓶,合格
青岛食品股份有限公司,花生酱（幼滑型）,96263,上海易初莲花连锁超市有限公司上南店,上海市,青岛市李沧区四流中支路2号,2019-06-12,340g/瓶,合格
青岛食品股份有限公司,花生酱（幼滑型）,96263,上海七宝乐购购物中心有限公司锦绣路分公司,上海,青岛市李沧区四流中支路2号,2019-01-02,340g/瓶,合格
青岛食品股份有限公司,花生酱（幼滑型）,96263,特易购商业（上海）有限公司上南路分公司,上海市,青岛市李沧区四流中支路2号,2019-01-03,510克/瓶,合格
青岛食品股份有限公司,花生酱（幼滑型）,96263,上海易初莲花连锁超市有限公司曹安店,上海,青岛市李沧区四流中支路2号,2019-01-02,340g/瓶,合格
青岛食品股份有限公司,花生酱（幼滑型）,96263,上海新欧尚超市有限公司金科路店,上海,青岛市李沧区四流中支路2号,2016-01-30,340g/瓶,合格
青岛食品股份有限公司,臻鲜清油火锅底料,1778547,曲麻莱县晓红超市,青海,青岛市李沧区四流中支路2号,/,500克/袋,合格
青岛食品股份有限公司,青食特制钙奶饼干,1778439,称多县福万家生活超市,青海,青岛市李沧区四流中支路2号,/,225克/袋,合格
青岛食品股份有限公司,宴会夹心饼干,556111,青岛丽达购物中心有限公司,山东,青岛市李沧区四流中支路2号,2019-07-11,100g/袋,合格
青岛食品股份有限公司,宴会夹心饼干,556111,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2017-06-26,100g/袋,合格
青岛食品股份有限公司,花生酱（原酱型）,96261,上海杨浦华联吉买盛购物中心有限公司,上海,青岛市李沧区四流中支路2号,2020-03-09,320g/瓶,合格
青岛食品股份有限公司,花生酱（原酱型）,96261,上海新欧尚超市有限公司金科路店,上海,青岛市李沧区四流中支路2号,2016-01-31,320g/瓶,合格
青岛食品股份有限公司,特制钙奶饼干,1418585,西宁宁食集团湟源超市,青海,青岛市李沧区四流中支路2号,2019-08-10,225克/袋,合格
青岛食品股份有限公司,青食铁锌动物饼干（动物形状韧性饼干）,1106475,青岛顺丰隆商贸有限公司,山东,青岛市李沧区四流中支路2号,2019-02-25,300g/袋,合格
青岛食品股份有限公司,铁锌字母饼干（冲泡型韧性饼干）,1043247,上海京东才奥电子商务有限公司,上海,青岛市李沧区四流中支路2号,2019-02-23,300g/袋,合格
青岛食品股份有限公司,铁锌字母饼干,901269,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2018-06-29,300g/袋,合格
青岛食品股份有限公司,青岛味道中老年钙奶饼干,901253,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2018-07-04,200g/盒,合格
青岛食品股份有限公司,老年硒锌钙奶饼干,879299,沧州经济开发区上嘉便利店,沧州,青岛市李沧区四流中支路2号,2018-08-06,225克/袋,合格
青岛食品股份有限公司,奶油椰子饼干,166955,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2018-03-23,130g/袋,合格
青岛食品股份有限公司,奶油椰子饼干,166955,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2016-06-21,130g/袋,合格
青岛食品股份有限公司,奶油椰子饼干,166955,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2015-09-01,130g/袋,合格
青岛食品股份有限公司,儿童铁锌钙奶饼干,362017,北京京东世纪信息技术有限公司,北京,青岛市李沧区四流中支路2号,2017-12-04,225克/袋,合格
青岛食品股份有限公司,儿童铁锌钙奶饼干,362017,青岛金鼎广场有限公司,山东,青岛市李沧区四流中支路2号,2016-10-26,225 g/袋,合格
青岛食品股份有限公司,青岛味道儿童钙奶饼干,740671,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2018-01-09,200g（8包）/盒,合格
青岛食品股份有限公司,钙奶饼干,167123,北京华联综合超市股份有限公司五道口分公司,北京,青岛市李沧区四流中支路2号,2017-10-08,225克/袋,合格
青岛食品股份有限公司,钙奶饼干,167123,利群集团淄博购物广场有限公司,山东市淄博市,青岛市李沧区四流中支路2号,2015-07-20,225 g/袋,合格
青岛食品股份有限公司,儿童铁锌动物饼干,661215,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2017-09-19,100g/袋,合格
青岛食品股份有限公司,儿童铁锌钙饼干,657713,滨州银座商城有限公司阳信分公司,山东,青岛市李沧区四流中支路2号,2017-09-06,225g/袋,合格
青岛食品股份有限公司,儿童铁锌字母饼干,531081,北京京东世纪信息技术有限公司,北京,青岛市李沧区四流中支路2号,2017-04-26,300g/袋,合格
青岛食品股份有限公司,蜂蜜椰子饼干,475791,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2017-04-28,130g/包,合格
青岛食品股份有限公司,巧克力味曲奇饼干,273409,青岛食品股份有限公司,山东,青岛市李沧区四流中支路2号,2016-06-17,95g/袋,合格
青岛食品股份有限公司,乳化型花生酱,145533,青岛家佳源（城阳）购物中心有限公司,山东省,青岛市李沧区四流中支路2号,2015-08-20,310g/瓶,合格
